name,mae,contaminated
COD10K-CAM-1-Aquatic-15-SeaHorse-978,0.02171006467598113,0
COD10K-CAM-1-Aquatic-15-SeaHorse-980,0.10581363218786784,0
COD10K-CAM-1-Aquatic-15-SeaHorse-981,0.026328910238824964,0
COD10K-CAM-1-Aquatic-15-SeaHorse-983,0.02730022228514378,0
COD10K-CAM-1-Aquatic-15-SeaHorse-984,0.03329602128577931,0
COD10K-CAM-1-Aquatic-15-SeaHorse-986,0.04615150291234514,0
COD10K-CAM-1-Aquatic-15-SeaHorse-989,0.03204551346984058,0
COD10K-CAM-1-Aquatic-15-SeaHorse-990,0.10188490682487873,0
COD10K-CAM-1-Aquatic-15-SeaHorse-992,0.1436325605891491,0
COD10K-CAM-1-Aquatic-15-SeaHorse-996,0.07414649258140756,0
COD10K-CAM-1-Aquatic-15-SeaHorse-997,0.07974428530092594,0
COD10K-CAM-1-Aquatic-15-SeaHorse-999,0.04802947024786908,0
COD10K-CAM-1-Aquatic-16-Shrimp-1115,0.09437006237798926,0
COD10K-CAM-1-Aquatic-16-Shrimp-1116,0.038588591844724414,0
COD10K-CAM-1-Aquatic-16-Shrimp-1117,0.02733347155194407,0
COD10K-CAM-1-Aquatic-16-Shrimp-1119,0.07023846833815493,0
COD10K-CAM-1-Aquatic-16-Shrimp-1120,0.03285739101465829,0
COD10K-CAM-1-Aquatic-16-Shrimp-1121,0.18559254379084966,0
COD10K-CAM-1-Aquatic-16-Shrimp-1123,0.19682419720818015,0
COD10K-CAM-1-Aquatic-16-Shrimp-1128,0.11304884085314212,0
COD10K-CAM-1-Aquatic-16-Shrimp-1130,0.07944193384135348,0
COD10K-CAM-1-Aquatic-16-Shrimp-1140,0.018177267246576527,0
COD10K-CAM-1-Aquatic-16-Shrimp-1142,0.27332153372879164,0
COD10K-CAM-1-Aquatic-16-Shrimp-1145,0.07653203656554129,0
COD10K-CAM-1-Aquatic-17-Slug-1149,0.1957553272040881,0
COD10K-CAM-1-Aquatic-17-Slug-1151,0.10983307375709012,0
COD10K-CAM-1-Aquatic-18-StarFish-1161,0.06303847788232524,0
COD10K-CAM-1-Aquatic-18-StarFish-1162,0.07028884920549479,0
COD10K-CAM-1-Aquatic-18-StarFish-1164,0.05851611954719662,0
COD10K-CAM-1-Aquatic-18-StarFish-1171,0.010895177812535833,0
COD10K-CAM-1-Aquatic-18-StarFish-1173,0.03176178776360805,0
COD10K-CAM-1-Aquatic-18-StarFish-1177,0.018707621454511526,0
COD10K-CAM-1-Aquatic-18-StarFish-1178,0.08140620968782249,0
COD10K-CAM-1-Aquatic-18-StarFish-1181,0.046798255193166376,0
COD10K-CAM-1-Aquatic-18-StarFish-1183,0.2611935997254158,0
COD10K-CAM-1-Aquatic-19-Stingaree-1186,0.0781685783250216,0
COD10K-CAM-1-Aquatic-19-Stingaree-1190,0.042935315051287413,0
COD10K-CAM-1-Aquatic-19-Stingaree-1191,0.1155557543231962,0
COD10K-CAM-1-Aquatic-19-Stingaree-1192,0.014180757055065095,0
COD10K-CAM-1-Aquatic-19-Stingaree-1197,0.008412324480025653,0
COD10K-CAM-1-Aquatic-19-Stingaree-1198,0.49909303453233517,0
COD10K-CAM-1-Aquatic-19-Stingaree-1203,0.04177699532233318,0
COD10K-CAM-1-Aquatic-19-Stingaree-1204,0.08928043396245654,0
COD10K-CAM-1-Aquatic-19-Stingaree-1207,0.21029182433863003,0
COD10K-CAM-1-Aquatic-2-ClownFish-10,0.05514057231109285,0
COD10K-CAM-1-Aquatic-2-ClownFish-11,0.14715005718954247,0
COD10K-CAM-1-Aquatic-2-ClownFish-13,0.1958222051816178,0
COD10K-CAM-1-Aquatic-2-ClownFish-15,0.012594589532590378,0
COD10K-CAM-1-Aquatic-2-ClownFish-18,0.08279064935064935,0
COD10K-CAM-1-Aquatic-20-Turtle-1221,0.04475920149355496,0
COD10K-CAM-1-Aquatic-20-Turtle-1224,0.5834532022685618,0
COD10K-CAM-1-Aquatic-20-Turtle-1225,0.01484358152797063,0
COD10K-CAM-1-Aquatic-20-Turtle-1231,0.025484326713022164,0
COD10K-CAM-1-Aquatic-3-Crab-23,0.09094959566000632,0
COD10K-CAM-1-Aquatic-3-Crab-24,0.08682664388006232,0
COD10K-CAM-1-Aquatic-3-Crab-30,0.025117291921988947,0
COD10K-CAM-1-Aquatic-3-Crab-31,0.03209027094412774,0
COD10K-CAM-1-Aquatic-3-Crab-32,0.014710774141199446,1
COD10K-CAM-1-Aquatic-3-Crab-33,0.12048788948050485,0
COD10K-CAM-1-Aquatic-3-Crab-34,0.008996050369816067,0
COD10K-CAM-1-Aquatic-3-Crab-35,0.14713758580824907,0
COD10K-CAM-1-Aquatic-3-Crab-37,0.10056317397971558,0
COD10K-CAM-1-Aquatic-3-Crab-38,0.007388205933415032,0
COD10K-CAM-1-Aquatic-3-Crab-40,0.04072486264820716,0
COD10K-CAM-1-Aquatic-3-Crab-43,0.00891096110003338,0
COD10K-CAM-1-Aquatic-3-Crab-45,0.04345348656760354,0
COD10K-CAM-1-Aquatic-3-Crab-46,0.04508364860735092,0
COD10K-CAM-1-Aquatic-3-Crab-50,0.049719806745940565,0
COD10K-CAM-1-Aquatic-3-Crab-54,0.02014241317442009,0
COD10K-CAM-1-Aquatic-3-Crab-58,0.030464232201669727,0
COD10K-CAM-1-Aquatic-3-Crab-62,0.091903985922792,0
COD10K-CAM-1-Aquatic-3-Crab-65,0.031788206412122134,0
COD10K-CAM-1-Aquatic-3-Crab-67,0.023050895780451015,0
COD10K-CAM-1-Aquatic-3-Crab-71,0.0508004853219697,0
COD10K-CAM-1-Aquatic-3-Crab-73,0.053376837337718294,0
COD10K-CAM-1-Aquatic-3-Crab-86,0.048218562152591855,0
COD10K-CAM-1-Aquatic-3-Crab-87,0.08522008620654925,0
COD10K-CAM-1-Aquatic-3-Crab-88,0.017958225007681818,0
COD10K-CAM-1-Aquatic-3-Crab-89,0.004515818676917381,0
COD10K-CAM-1-Aquatic-3-Crab-93,0.023673831536068658,0
COD10K-CAM-1-Aquatic-3-Crab-96,0.5101025226617001,0
COD10K-CAM-1-Aquatic-3-Crab-99,0.038369715541130986,0
COD10K-CAM-1-Aquatic-4-Crocodile-105,0.02269639944672722,0
COD10K-CAM-1-Aquatic-4-Crocodile-110,0.022477689106277086,0
COD10K-CAM-1-Aquatic-4-Crocodile-114,0.03561705617451597,0
COD10K-CAM-1-Aquatic-4-Crocodile-115,0.02272777629315309,0
COD10K-CAM-1-Aquatic-4-Crocodile-118,0.10225781894760806,0
COD10K-CAM-1-Aquatic-4-Crocodile-119,0.03921175082602102,0
COD10K-CAM-1-Aquatic-4-Crocodile-123,0.054829729142211216,0
COD10K-CAM-1-Aquatic-5-CrocodileFish-125,0.12022463925845187,0
COD10K-CAM-1-Aquatic-5-CrocodileFish-126,0.5477575863108916,0
COD10K-CAM-1-Aquatic-5-CrocodileFish-131,0.16569671315256063,0
COD10K-CAM-1-Aquatic-6-Fish-134,0.3720420611516374,0
COD10K-CAM-1-Aquatic-6-Fish-135,0.15322580882352943,0
COD10K-CAM-1-Aquatic-6-Fish-136,0.05165031283509497,0
COD10K-CAM-1-Aquatic-6-Fish-138,0.04068290032679738,0
