tag,B,alpha,repr,order,n_draws_paired,d_heldout,jaccard_vs_primary,d_order_spread,ORDER_SENSITIVE
dinoL518,1000,0.2,R2_cut,asc_index,5,0.789581,1.0,0.025957,0
dinoL518,1000,0.2,R2_cut,asc_nc,5,0.77924,0.964637,0.025957,0
dinoL518,1000,0.2,R2_cut,desc_es,5,0.789581,1.0,0.025957,0
dinoL518,1000,0.2,R2_cut,desc_nc,5,0.789581,1.0,0.025957,0
dinoL518,1000,0.2,R2_cut,shuffled_0,5,0.789581,1.0,0.025957,0
dinoL518,1000,0.2,R2_cut,shuffled_1,5,0.789581,1.0,0.025957,0
dinoL518,1000,0.2,R2_cut,shuffled_2,5,0.789581,1.0,0.025957,0
dinoL518,1000,0.2,R2_cut,shuffled_3,5,0.77924,0.964637,0.025957,0
dinoL518,1000,0.2,R2_cut,shuffled_4,5,0.77924,0.964637,0.025957,0
dinoL518,1000,0.2,R2_cut,shuffled_5,5,0.763624,0.968504,0.025957,0
dinoL518,1000,0.2,R2_cut,shuffled_6,5,0.77924,0.964637,0.025957,0
dinoL518,1000,0.2,R2_cut,shuffled_7,5,0.789581,1.0,0.025957,0
dinoL518,1000,0.2,R2_cut,shuffled_8,5,0.77924,0.964637,0.025957,0
dinoL518,1000,0.2,R2_cut,shuffled_9,5,0.789581,1.0,0.025957,0
dinoL518,1000,0.2,R3_render,asc_index,5,0.678744,1.0,0.022121,0
dinoL518,1000,0.2,R3_render,asc_nc,5,0.675792,0.964637,0.022121,0
dinoL518,1000,0.2,R3_render,desc_es,5,0.678744,1.0,0.022121,0
dinoL518,1000,0.2,R3_render,desc_nc,5,0.678744,1.0,0.022121,0
dinoL518,1000,0.2,R3_render,shuffled_0,5,0.678744,1.0,0.022121,0
dinoL518,1000,0.2,R3_render,shuffled_1,5,0.678744,1.0,0.022121,0
dinoL518,1000,0.2,R3_render,shuffled_2,5,0.678744,1.0,0.022121,0
dinoL518,1000,0.2,R3_render,shuffled_3,5,0.675792,0.964637,0.022121,0
dinoL518,1000,0.2,R3_render,shuffled_4,5,0.675792,0.964637,0.022121,0
dinoL518,1000,0.2,R3_render,shuffled_5,5,0.656623,0.968504,0.022121,0
dinoL518,1000,0.2,R3_render,shuffled_6,5,0.675792,0.964637,0.022121,0
dinoL518,1000,0.2,R3_render,shuffled_7,5,0.678744,1.0,0.022121,0
dinoL518,1000,0.2,R3_render,shuffled_8,5,0.675792,0.964637,0.022121,0
dinoL518,1000,0.2,R3_render,shuffled_9,5,0.678744,1.0,0.022121,0
dinoL518,1000,0.5,R2_cut,asc_index,5,0.817658,0.960784,0.059129,1
dinoL518,1000,0.5,R2_cut,asc_nc,5,0.796742,0.908397,0.059129,1
dinoL518,1000,0.5,R2_cut,desc_es,5,0.765614,0.998002,0.059129,1
dinoL518,1000,0.5,R2_cut,desc_nc,5,0.779303,1.0,0.059129,1
dinoL518,1000,0.5,R2_cut,shuffled_0,5,0.809247,0.95122,0.059129,1
dinoL518,1000,0.5,R2_cut,shuffled_1,5,0.753541,0.962709,0.059129,1
dinoL518,1000,0.5,R2_cut,shuffled_2,5,0.784316,0.962709,0.059129,1
dinoL518,1000,0.5,R2_cut,shuffled_3,5,0.807449,0.913876,0.059129,1
dinoL518,1000,0.5,R2_cut,shuffled_4,5,0.774219,0.908397,0.059129,1
dinoL518,1000,0.5,R2_cut,shuffled_5,5,0.784719,0.949318,0.059129,1
dinoL518,1000,0.5,R2_cut,shuffled_6,5,0.78609,0.913876,0.059129,1
dinoL518,1000,0.5,R2_cut,shuffled_7,5,0.798295,0.953125,0.059129,1
dinoL518,1000,0.5,R2_cut,shuffled_8,5,0.838432,0.917546,0.059129,1
dinoL518,1000,0.5,R2_cut,shuffled_9,5,0.78773,0.972387,0.059129,1
dinoL518,1000,0.5,R3_render,asc_index,5,0.643536,0.960784,0.03821,0
dinoL518,1000,0.5,R3_render,asc_nc,5,0.647635,0.908397,0.03821,0
dinoL518,1000,0.5,R3_render,desc_es,5,0.651599,0.998002,0.03821,0
dinoL518,1000,0.5,R3_render,desc_nc,5,0.658213,1.0,0.03821,0
dinoL518,1000,0.5,R3_render,shuffled_0,5,0.688251,0.95122,0.03821,0
dinoL518,1000,0.5,R3_render,shuffled_1,5,0.620003,0.962709,0.03821,0
dinoL518,1000,0.5,R3_render,shuffled_2,5,0.641759,0.962709,0.03821,0
dinoL518,1000,0.5,R3_render,shuffled_3,5,0.669395,0.913876,0.03821,0
dinoL518,1000,0.5,R3_render,shuffled_4,5,0.621125,0.908397,0.03821,0
dinoL518,1000,0.5,R3_render,shuffled_5,5,0.644225,0.949318,0.03821,0
dinoL518,1000,0.5,R3_render,shuffled_6,5,0.649237,0.913876,0.03821,0
dinoL518,1000,0.5,R3_render,shuffled_7,5,0.665432,0.953125,0.03821,0
dinoL518,1000,0.5,R3_render,shuffled_8,5,0.677441,0.917546,0.03821,0
dinoL518,1000,0.5,R3_render,shuffled_9,5,0.645561,0.972387,0.03821,0
dinoL518,1000,1.0,R2_cut,asc_index,5,0.656298,0.874414,0.056141,1
dinoL518,1000,1.0,R2_cut,asc_nc,5,0.654214,0.819836,0.056141,1
dinoL518,1000,1.0,R2_cut,desc_es,5,0.621817,0.994018,0.056141,1
dinoL518,1000,1.0,R2_cut,desc_nc,5,0.600157,1.0,0.056141,1
dinoL518,1000,1.0,R2_cut,shuffled_0,5,0.635605,0.885014,0.056141,1
dinoL518,1000,1.0,R2_cut,shuffled_1,5,0.641852,0.867414,0.056141,1
dinoL518,1000,1.0,R2_cut,shuffled_2,5,0.625241,0.879699,0.056141,1
dinoL518,1000,1.0,R2_cut,shuffled_3,5,0.62274,0.877934,0.056141,1
dinoL518,1000,1.0,R2_cut,shuffled_4,5,0.592653,0.834862,0.056141,1
dinoL518,1000,1.0,R2_cut,shuffled_5,5,0.634645,0.870907,0.056141,1
dinoL518,1000,1.0,R2_cut,shuffled_6,5,0.62511,0.834862,0.056141,1
dinoL518,1000,1.0,R2_cut,shuffled_7,5,0.637984,0.881468,0.056141,1
dinoL518,1000,1.0,R2_cut,shuffled_8,5,0.627975,0.862197,0.056141,1
dinoL518,1000,1.0,R2_cut,shuffled_9,5,0.596958,0.886792,0.056141,1
dinoL518,1000,1.0,R3_render,asc_index,5,0.58261,0.874414,0.038414,0
dinoL518,1000,1.0,R3_render,asc_nc,5,0.575894,0.819836,0.038414,0
dinoL518,1000,1.0,R3_render,desc_es,5,0.544346,0.994018,0.038414,0
dinoL518,1000,1.0,R3_render,desc_nc,5,0.544196,1.0,0.038414,0
dinoL518,1000,1.0,R3_render,shuffled_0,5,0.537096,0.885014,0.038414,0
dinoL518,1000,1.0,R3_render,shuffled_1,5,0.564256,0.867414,0.038414,0
dinoL518,1000,1.0,R3_render,shuffled_2,5,0.520938,0.879699,0.038414,0
dinoL518,1000,1.0,R3_render,shuffled_3,5,0.5481,0.877934,0.038414,0
dinoL518,1000,1.0,R3_render,shuffled_4,5,0.523262,0.834862,0.038414,0
dinoL518,1000,1.0,R3_render,shuffled_5,5,0.540997,0.870907,0.038414,0
dinoL518,1000,1.0,R3_render,shuffled_6,5,0.510303,0.834862,0.038414,0
dinoL518,1000,1.0,R3_render,shuffled_7,5,0.567863,0.881468,0.038414,0
dinoL518,1000,1.0,R3_render,shuffled_8,5,0.55288,0.862197,0.038414,0
dinoL518,1000,1.0,R3_render,shuffled_9,5,0.530088,0.886792,0.038414,0
dinoL518,1000,2.0,R2_cut,asc_index,5,0.491607,0.843318,0.057061,1
dinoL518,1000,2.0,R2_cut,asc_nc,5,0.552417,0.793722,0.057061,1
dinoL518,1000,2.0,R2_cut,desc_es,5,0.540496,0.984127,0.057061,1
dinoL518,1000,2.0,R2_cut,desc_nc,5,0.518757,1.0,0.057061,1
dinoL518,1000,2.0,R2_cut,shuffled_0,5,0.529307,0.833181,0.057061,1
dinoL518,1000,2.0,R2_cut,shuffled_1,5,0.554391,0.846722,0.057061,1
dinoL518,1000,2.0,R2_cut,shuffled_2,5,0.519079,0.848429,0.057061,1
dinoL518,1000,2.0,R2_cut,shuffled_3,5,0.575818,0.851852,0.057061,1
dinoL518,1000,2.0,R2_cut,shuffled_4,5,0.538658,0.824818,0.057061,1
dinoL518,1000,2.0,R2_cut,shuffled_5,5,0.558277,0.862197,0.057061,1
dinoL518,1000,2.0,R2_cut,shuffled_6,5,0.562486,0.855288,0.057061,1
dinoL518,1000,2.0,R2_cut,shuffled_7,5,0.53771,0.846722,0.057061,1
dinoL518,1000,2.0,R2_cut,shuffled_8,5,0.555969,0.855288,0.057061,1
dinoL518,1000,2.0,R2_cut,shuffled_9,5,0.550451,0.858736,0.057061,1
dinoL518,1000,2.0,R3_render,asc_index,5,0.457288,0.843318,0.055381,1
dinoL518,1000,2.0,R3_render,asc_nc,5,0.507711,0.793722,0.055381,1
dinoL518,1000,2.0,R3_render,desc_es,5,0.481563,0.984127,0.055381,1
dinoL518,1000,2.0,R3_render,desc_nc,5,0.471315,1.0,0.055381,1
dinoL518,1000,2.0,R3_render,shuffled_0,5,0.46505,0.833181,0.055381,1
dinoL518,1000,2.0,R3_render,shuffled_1,5,0.514886,0.846722,0.055381,1
dinoL518,1000,2.0,R3_render,shuffled_2,5,0.477283,0.848429,0.055381,1
dinoL518,1000,2.0,R3_render,shuffled_3,5,0.507452,0.851852,0.055381,1
dinoL518,1000,2.0,R3_render,shuffled_4,5,0.49832,0.824818,0.055381,1
dinoL518,1000,2.0,R3_render,shuffled_5,5,0.490276,0.862197,0.055381,1
dinoL518,1000,2.0,R3_render,shuffled_6,5,0.518946,0.855288,0.055381,1
dinoL518,1000,2.0,R3_render,shuffled_7,5,0.495514,0.846722,0.055381,1
dinoL518,1000,2.0,R3_render,shuffled_8,5,0.526697,0.855288,0.055381,1
dinoL518,1000,2.0,R3_render,shuffled_9,5,0.498624,0.858736,0.055381,1
dinoL518,1000,5.0,R2_cut,asc_index,5,0.513902,0.858736,0.052915,1
dinoL518,1000,5.0,R2_cut,asc_nc,5,0.497444,0.798561,0.052915,1
dinoL518,1000,5.0,R2_cut,desc_es,5,0.507037,0.962709,0.052915,1
dinoL518,1000,5.0,R2_cut,desc_nc,5,0.516138,1.0,0.052915,1
dinoL518,1000,5.0,R2_cut,shuffled_0,5,0.492439,0.845018,0.052915,1
dinoL518,1000,5.0,R2_cut,shuffled_1,5,0.515149,0.855288,0.052915,1
dinoL518,1000,5.0,R2_cut,shuffled_2,5,0.499482,0.818182,0.052915,1
dinoL518,1000,5.0,R2_cut,shuffled_3,5,0.55117,0.841621,0.052915,1
dinoL518,1000,5.0,R2_cut,shuffled_4,5,0.541824,0.839926,0.052915,1
dinoL518,1000,5.0,R2_cut,shuffled_5,5,0.569053,0.851852,0.052915,1
dinoL518,1000,5.0,R2_cut,shuffled_6,5,0.528636,0.865672,0.052915,1
dinoL518,1000,5.0,R2_cut,shuffled_7,5,0.516329,0.834862,0.052915,1
dinoL518,1000,5.0,R2_cut,shuffled_8,5,0.516393,0.85701,0.052915,1
dinoL518,1000,5.0,R2_cut,shuffled_9,5,0.479849,0.850139,0.052915,1
dinoL518,1000,5.0,R3_render,asc_index,5,0.492336,0.858736,0.045738,0
dinoL518,1000,5.0,R3_render,asc_nc,5,0.453485,0.798561,0.045738,0
dinoL518,1000,5.0,R3_render,desc_es,5,0.477628,0.962709,0.045738,0
dinoL518,1000,5.0,R3_render,desc_nc,5,0.499223,1.0,0.045738,0
dinoL518,1000,5.0,R3_render,shuffled_0,5,0.47514,0.845018,0.045738,0
dinoL518,1000,5.0,R3_render,shuffled_1,5,0.484252,0.855288,0.045738,0
dinoL518,1000,5.0,R3_render,shuffled_2,5,0.455362,0.818182,0.045738,0
dinoL518,1000,5.0,R3_render,shuffled_3,5,0.526359,0.841621,0.045738,0
dinoL518,1000,5.0,R3_render,shuffled_4,5,0.515183,0.839926,0.045738,0
dinoL518,1000,5.0,R3_render,shuffled_5,5,0.538685,0.851852,0.045738,0
dinoL518,1000,5.0,R3_render,shuffled_6,5,0.499147,0.865672,0.045738,0
dinoL518,1000,5.0,R3_render,shuffled_7,5,0.487687,0.834862,0.045738,0
dinoL518,1000,5.0,R3_render,shuffled_8,5,0.498246,0.85701,0.045738,0
dinoL518,1000,5.0,R3_render,shuffled_9,5,0.455929,0.850139,0.045738,0
dinoL518,1000,10.0,R2_cut,asc_index,5,0.532259,0.897533,0.099566,1
dinoL518,1000,10.0,R2_cut,asc_nc,5,0.50963,0.818182,0.099566,1
dinoL518,1000,10.0,R2_cut,desc_es,5,0.473792,0.904762,0.099566,1
dinoL518,1000,10.0,R2_cut,desc_nc,5,0.472063,1.0,0.099566,1
dinoL518,1000,10.0,R2_cut,shuffled_0,5,0.520655,0.855288,0.099566,1
dinoL518,1000,10.0,R2_cut,shuffled_1,5,0.503604,0.851852,0.099566,1
dinoL518,1000,10.0,R2_cut,shuffled_2,5,0.494397,0.838235,0.099566,1
dinoL518,1000,10.0,R2_cut,shuffled_3,5,0.571628,0.851852,0.099566,1
dinoL518,1000,10.0,R2_cut,shuffled_4,5,0.522997,0.828154,0.099566,1
dinoL518,1000,10.0,R2_cut,shuffled_5,5,0.501656,0.836547,0.099566,1
dinoL518,1000,10.0,R2_cut,shuffled_6,5,0.517082,0.850139,0.099566,1
dinoL518,1000,10.0,R2_cut,shuffled_7,5,0.52275,0.841621,0.099566,1
dinoL518,1000,10.0,R2_cut,shuffled_8,5,0.489138,0.843318,0.099566,1
dinoL518,1000,10.0,R2_cut,shuffled_9,5,0.494515,0.867414,0.099566,1
dinoL518,1000,10.0,R3_render,asc_index,5,0.498101,0.897533,0.090044,1
dinoL518,1000,10.0,R3_render,asc_nc,5,0.488263,0.818182,0.090044,1
dinoL518,1000,10.0,R3_render,desc_es,5,0.460941,0.904762,0.090044,1
dinoL518,1000,10.0,R3_render,desc_nc,5,0.450087,1.0,0.090044,1
dinoL518,1000,10.0,R3_render,shuffled_0,5,0.491622,0.855288,0.090044,1
dinoL518,1000,10.0,R3_render,shuffled_1,5,0.493678,0.851852,0.090044,1
dinoL518,1000,10.0,R3_render,shuffled_2,5,0.465746,0.838235,0.090044,1
dinoL518,1000,10.0,R3_render,shuffled_3,5,0.54013,0.851852,0.090044,1
dinoL518,1000,10.0,R3_render,shuffled_4,5,0.506324,0.828154,0.090044,1
dinoL518,1000,10.0,R3_render,shuffled_5,5,0.470586,0.836547,0.090044,1
dinoL518,1000,10.0,R3_render,shuffled_6,5,0.4855,0.850139,0.090044,1
dinoL518,1000,10.0,R3_render,shuffled_7,5,0.506536,0.841621,0.090044,1
dinoL518,1000,10.0,R3_render,shuffled_8,5,0.456389,0.843318,0.090044,1
dinoL518,1000,10.0,R3_render,shuffled_9,5,0.484112,0.867414,0.090044,1
dinoL518,1000,20.0,R2_cut,asc_index,5,0.508123,0.908397,0.071662,1
dinoL518,1000,20.0,R2_cut,asc_nc,5,0.506294,0.833181,0.071662,1
dinoL518,1000,20.0,R2_cut,desc_es,5,0.492073,0.886792,0.071662,1
dinoL518,1000,20.0,R2_cut,desc_nc,5,0.468563,1.0,0.071662,1
dinoL518,1000,20.0,R2_cut,shuffled_0,5,0.540225,0.853568,0.071662,1
dinoL518,1000,20.0,R2_cut,shuffled_1,5,0.499175,0.841621,0.071662,1
dinoL518,1000,20.0,R2_cut,shuffled_2,5,0.51068,0.829826,0.071662,1
dinoL518,1000,20.0,R2_cut,shuffled_3,5,0.515193,0.843318,0.071662,1
dinoL518,1000,20.0,R2_cut,shuffled_4,5,0.527253,0.814882,0.071662,1
dinoL518,1000,20.0,R2_cut,shuffled_5,5,0.508759,0.838235,0.071662,1
dinoL518,1000,20.0,R2_cut,shuffled_6,5,0.509206,0.850139,0.071662,1
dinoL518,1000,20.0,R2_cut,shuffled_7,5,0.490868,0.845018,0.071662,1
dinoL518,1000,20.0,R2_cut,shuffled_8,5,0.521808,0.851852,0.071662,1
dinoL518,1000,20.0,R2_cut,shuffled_9,5,0.497869,0.851852,0.071662,1
dinoL518,1000,20.0,R3_render,asc_index,5,0.504315,0.908397,0.087177,1
dinoL518,1000,20.0,R3_render,asc_nc,5,0.494496,0.833181,0.087177,1
dinoL518,1000,20.0,R3_render,desc_es,5,0.469794,0.886792,0.087177,1
dinoL518,1000,20.0,R3_render,desc_nc,5,0.442124,1.0,0.087177,1
dinoL518,1000,20.0,R3_render,shuffled_0,5,0.5293,0.853568,0.087177,1
dinoL518,1000,20.0,R3_render,shuffled_1,5,0.489306,0.841621,0.087177,1
dinoL518,1000,20.0,R3_render,shuffled_2,5,0.466695,0.829826,0.087177,1
dinoL518,1000,20.0,R3_render,shuffled_3,5,0.49466,0.843318,0.087177,1
dinoL518,1000,20.0,R3_render,shuffled_4,5,0.508779,0.814882,0.087177,1
dinoL518,1000,20.0,R3_render,shuffled_5,5,0.502226,0.838235,0.087177,1
dinoL518,1000,20.0,R3_render,shuffled_6,5,0.484975,0.850139,0.087177,1
dinoL518,1000,20.0,R3_render,shuffled_7,5,0.479028,0.845018,0.087177,1
dinoL518,1000,20.0,R3_render,shuffled_8,5,0.490756,0.851852,0.087177,1
dinoL518,1000,20.0,R3_render,shuffled_9,5,0.457885,0.851852,0.087177,1
dinoL518,1000,40.0,R2_cut,asc_index,5,0.521251,0.908397,0.031939,0
dinoL518,1000,40.0,R2_cut,asc_nc,5,0.524619,0.843318,0.031939,0
dinoL518,1000,40.0,R2_cut,desc_es,5,0.484511,0.870907,0.031939,0
dinoL518,1000,40.0,R2_cut,desc_nc,5,0.503144,1.0,0.031939,0
dinoL518,1000,40.0,R2_cut,shuffled_0,5,0.530759,0.85701,0.031939,0
dinoL518,1000,40.0,R2_cut,shuffled_1,5,0.496778,0.843318,0.031939,0
dinoL518,1000,40.0,R2_cut,shuffled_2,5,0.52583,0.831502,0.031939,0
dinoL518,1000,40.0,R2_cut,shuffled_3,5,0.524536,0.845018,0.031939,0
dinoL518,1000,40.0,R2_cut,shuffled_4,5,0.535083,0.824818,0.031939,0
dinoL518,1000,40.0,R2_cut,shuffled_5,5,0.509634,0.850139,0.031939,0
dinoL518,1000,40.0,R2_cut,shuffled_6,5,0.494625,0.838235,0.031939,0
dinoL518,1000,40.0,R2_cut,shuffled_7,5,0.487218,0.860465,0.031939,0
dinoL518,1000,40.0,R2_cut,shuffled_8,5,0.52328,0.828154,0.031939,0
dinoL518,1000,40.0,R2_cut,shuffled_9,5,0.488437,0.851852,0.031939,0
dinoL518,1000,40.0,R3_render,asc_index,5,0.496891,0.908397,0.035088,0
dinoL518,1000,40.0,R3_render,asc_nc,5,0.498471,0.843318,0.035088,0
dinoL518,1000,40.0,R3_render,desc_es,5,0.467256,0.870907,0.035088,0
dinoL518,1000,40.0,R3_render,desc_nc,5,0.478873,1.0,0.035088,0
dinoL518,1000,40.0,R3_render,shuffled_0,5,0.513961,0.85701,0.035088,0
dinoL518,1000,40.0,R3_render,shuffled_1,5,0.467684,0.843318,0.035088,0
dinoL518,1000,40.0,R3_render,shuffled_2,5,0.508873,0.831502,0.035088,0
dinoL518,1000,40.0,R3_render,shuffled_3,5,0.507712,0.845018,0.035088,0
dinoL518,1000,40.0,R3_render,shuffled_4,5,0.513453,0.824818,0.035088,0
dinoL518,1000,40.0,R3_render,shuffled_5,5,0.485225,0.850139,0.035088,0
dinoL518,1000,40.0,R3_render,shuffled_6,5,0.475644,0.838235,0.035088,0
dinoL518,1000,40.0,R3_render,shuffled_7,5,0.457141,0.860465,0.035088,0
dinoL518,1000,40.0,R3_render,shuffled_8,5,0.487957,0.828154,0.035088,0
dinoL518,1000,40.0,R3_render,shuffled_9,5,0.472683,0.851852,0.035088,0
dinoL518,2000,0.02,R2_cut,asc_index,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,asc_nc,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,desc_es,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,desc_nc,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,shuffled_0,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,shuffled_1,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,shuffled_2,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,shuffled_3,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,shuffled_4,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,shuffled_5,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,shuffled_6,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,shuffled_7,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,shuffled_8,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R2_cut,shuffled_9,5,0.475234,1.0,0.0,0
dinoL518,2000,0.02,R3_render,asc_index,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,asc_nc,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,desc_es,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,desc_nc,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,shuffled_0,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,shuffled_1,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,shuffled_2,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,shuffled_3,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,shuffled_4,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,shuffled_5,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,shuffled_6,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,shuffled_7,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,shuffled_8,5,0.374629,1.0,0.0,0
dinoL518,2000,0.02,R3_render,shuffled_9,5,0.374629,1.0,0.0,0
dinoL518,2000,0.05,R2_cut,asc_index,5,0.487244,1.0,0.031958,0
dinoL518,2000,0.05,R2_cut,asc_nc,5,0.455286,0.999,0.031958,0
dinoL518,2000,0.05,R2_cut,desc_es,5,0.487244,1.0,0.031958,0
dinoL518,2000,0.05,R2_cut,desc_nc,5,0.487244,1.0,0.031958,0
dinoL518,2000,0.05,R2_cut,shuffled_0,5,0.487244,1.0,0.031958,0
dinoL518,2000,0.05,R2_cut,shuffled_1,5,0.487244,1.0,0.031958,0
dinoL518,2000,0.05,R2_cut,shuffled_2,5,0.487244,1.0,0.031958,0
dinoL518,2000,0.05,R2_cut,shuffled_3,5,0.455286,0.999,0.031958,0
dinoL518,2000,0.05,R2_cut,shuffled_4,5,0.455286,0.999,0.031958,0
dinoL518,2000,0.05,R2_cut,shuffled_5,5,0.455286,0.999,0.031958,0
dinoL518,2000,0.05,R2_cut,shuffled_6,5,0.455286,0.999,0.031958,0
dinoL518,2000,0.05,R2_cut,shuffled_7,5,0.487244,1.0,0.031958,0
dinoL518,2000,0.05,R2_cut,shuffled_8,5,0.455286,0.999,0.031958,0
dinoL518,2000,0.05,R2_cut,shuffled_9,5,0.487244,1.0,0.031958,0
dinoL518,2000,0.05,R3_render,asc_index,5,0.390106,1.0,0.033052,0
dinoL518,2000,0.05,R3_render,asc_nc,5,0.357054,0.999,0.033052,0
dinoL518,2000,0.05,R3_render,desc_es,5,0.390106,1.0,0.033052,0
dinoL518,2000,0.05,R3_render,desc_nc,5,0.390106,1.0,0.033052,0
dinoL518,2000,0.05,R3_render,shuffled_0,5,0.390106,1.0,0.033052,0
dinoL518,2000,0.05,R3_render,shuffled_1,5,0.390106,1.0,0.033052,0
dinoL518,2000,0.05,R3_render,shuffled_2,5,0.390106,1.0,0.033052,0
dinoL518,2000,0.05,R3_render,shuffled_3,5,0.357054,0.999,0.033052,0
dinoL518,2000,0.05,R3_render,shuffled_4,5,0.357054,0.999,0.033052,0
dinoL518,2000,0.05,R3_render,shuffled_5,5,0.357054,0.999,0.033052,0
dinoL518,2000,0.05,R3_render,shuffled_6,5,0.357054,0.999,0.033052,0
dinoL518,2000,0.05,R3_render,shuffled_7,5,0.390106,1.0,0.033052,0
dinoL518,2000,0.05,R3_render,shuffled_8,5,0.357054,0.999,0.033052,0
dinoL518,2000,0.05,R3_render,shuffled_9,5,0.390106,1.0,0.033052,0
dinoL518,2000,0.1,R2_cut,asc_index,5,0.487265,1.0,0.015393,0
dinoL518,2000,0.1,R2_cut,asc_nc,5,0.471872,0.976285,0.015393,0
dinoL518,2000,0.1,R2_cut,desc_es,5,0.487265,1.0,0.015393,0
dinoL518,2000,0.1,R2_cut,desc_nc,5,0.487265,1.0,0.015393,0
dinoL518,2000,0.1,R2_cut,shuffled_0,5,0.487265,1.0,0.015393,0
dinoL518,2000,0.1,R2_cut,shuffled_1,5,0.487265,1.0,0.015393,0
dinoL518,2000,0.1,R2_cut,shuffled_2,5,0.487265,1.0,0.015393,0
dinoL518,2000,0.1,R2_cut,shuffled_3,5,0.471872,0.976285,0.015393,0
dinoL518,2000,0.1,R2_cut,shuffled_4,5,0.471872,0.976285,0.015393,0
dinoL518,2000,0.1,R2_cut,shuffled_5,5,0.471872,0.976285,0.015393,0
dinoL518,2000,0.1,R2_cut,shuffled_6,5,0.471872,0.976285,0.015393,0
dinoL518,2000,0.1,R2_cut,shuffled_7,5,0.487265,1.0,0.015393,0
dinoL518,2000,0.1,R2_cut,shuffled_8,5,0.471872,0.976285,0.015393,0
dinoL518,2000,0.1,R2_cut,shuffled_9,5,0.487265,1.0,0.015393,0
dinoL518,2000,0.1,R3_render,asc_index,5,0.392234,1.0,0.030911,0
dinoL518,2000,0.1,R3_render,asc_nc,5,0.361323,0.976285,0.030911,0
dinoL518,2000,0.1,R3_render,desc_es,5,0.392234,1.0,0.030911,0
dinoL518,2000,0.1,R3_render,desc_nc,5,0.392234,1.0,0.030911,0
dinoL518,2000,0.1,R3_render,shuffled_0,5,0.392234,1.0,0.030911,0
dinoL518,2000,0.1,R3_render,shuffled_1,5,0.392234,1.0,0.030911,0
dinoL518,2000,0.1,R3_render,shuffled_2,5,0.392234,1.0,0.030911,0
dinoL518,2000,0.1,R3_render,shuffled_3,5,0.361323,0.976285,0.030911,0
dinoL518,2000,0.1,R3_render,shuffled_4,5,0.361323,0.976285,0.030911,0
dinoL518,2000,0.1,R3_render,shuffled_5,5,0.361323,0.976285,0.030911,0
dinoL518,2000,0.1,R3_render,shuffled_6,5,0.361323,0.976285,0.030911,0
dinoL518,2000,0.1,R3_render,shuffled_7,5,0.392234,1.0,0.030911,0
dinoL518,2000,0.1,R3_render,shuffled_8,5,0.361323,0.976285,0.030911,0
dinoL518,2000,0.1,R3_render,shuffled_9,5,0.392234,1.0,0.030911,0
dinoL518,2000,0.2,R2_cut,asc_index,5,0.491811,0.998002,0.024998,0
dinoL518,2000,0.2,R2_cut,asc_nc,5,0.47264,0.907487,0.024998,0
dinoL518,2000,0.2,R2_cut,desc_es,5,0.497638,1.0,0.024998,0
dinoL518,2000,0.2,R2_cut,desc_nc,5,0.497638,1.0,0.024998,0
dinoL518,2000,0.2,R2_cut,shuffled_0,5,0.498585,0.997004,0.024998,0
dinoL518,2000,0.2,R2_cut,shuffled_1,5,0.492564,0.999,0.024998,0
dinoL518,2000,0.2,R2_cut,shuffled_2,5,0.49683,0.999,0.024998,0
dinoL518,2000,0.2,R2_cut,shuffled_3,5,0.47264,0.907487,0.024998,0
dinoL518,2000,0.2,R2_cut,shuffled_4,5,0.47264,0.907487,0.024998,0
dinoL518,2000,0.2,R2_cut,shuffled_5,5,0.474291,0.913876,0.024998,0
dinoL518,2000,0.2,R2_cut,shuffled_6,5,0.47264,0.907487,0.024998,0
