tag,B,alpha,repr,k,clusters_funded,max_alloc_share,alloc_entropy_norm,tv_from_uniform,n_displaced,degenerate,norm_dmean,d_insample,d_heldout,d_heldout_sd,d_heldout_min,d_heldout_max,ci_lo,ci_hi,band_lo,band_hi,ci_straddles_band,d_order_spread,ORDER_SENSITIVE
dinoL518,4447,5.0,R2_cut,75,75,0.02564,0.99466,0.07567,26969,0,0.0,0.0,-0.347283,0.016539,-0.384187,-0.31845,-0.415826,-0.280234,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL518,4447,5.0,R3_render,75,75,0.02564,0.99466,0.07567,26969,0,0.0,0.0,-0.332426,0.030312,-0.381257,-0.26188,-0.412445,-0.241989,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL518,4447,10.0,R2_cut,75,75,0.01866,0.99876,0.03672,25358,0,0.0,0.0,-0.347283,0.016539,-0.384187,-0.31845,-0.415826,-0.280234,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL518,4447,10.0,R3_render,75,75,0.01866,0.99876,0.03672,25358,0,0.0,0.0,-0.332426,0.030312,-0.381257,-0.26188,-0.412445,-0.241989,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL518,4447,20.0,R2_cut,75,75,0.01574,0.9997,0.01815,25169,0,0.0,0.0,-0.347283,0.016539,-0.384187,-0.31845,-0.415826,-0.280234,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL518,4447,20.0,R3_render,75,75,0.01574,0.9997,0.01815,25169,0,0.0,0.0,-0.332426,0.030312,-0.381257,-0.26188,-0.412445,-0.241989,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL518,4447,40.0,R2_cut,75,75,0.01462,0.99993,0.00903,24118,0,0.0,0.0,-0.347283,0.016539,-0.384187,-0.31845,-0.415826,-0.280234,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL518,4447,40.0,R3_render,75,75,0.01462,0.99993,0.00903,24118,0,0.0,0.0,-0.332426,0.030312,-0.381257,-0.26188,-0.412445,-0.241989,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,250,0.02,R2_cut,50,1,1.0,0.0,0.98,0,1,0.305655,1.580532,1.458163,0.131485,1.279775,1.828122,1.147182,1.864686,REOPENS,REOPENS,0,0.0,0
dinoL224,250,0.02,R3_render,50,1,1.0,0.0,0.98,0,1,0.288274,1.436079,1.305186,0.110585,1.120068,1.585399,1.005557,1.64764,REOPENS,REOPENS,0,0.0,0
dinoL224,250,0.05,R2_cut,50,1,1.0,0.0,0.98,0,1,0.305655,1.580532,1.458163,0.131485,1.279775,1.828122,1.147182,1.864686,REOPENS,REOPENS,0,0.0,0
dinoL224,250,0.05,R3_render,50,1,1.0,0.0,0.98,0,1,0.288274,1.436079,1.305186,0.110585,1.120068,1.585399,1.005557,1.64764,REOPENS,REOPENS,0,0.0,0
dinoL224,250,0.1,R2_cut,50,1,1.0,0.00012,0.97996,0,1,0.305655,1.580532,1.458163,0.131485,1.279775,1.828122,1.147182,1.864686,REOPENS,REOPENS,0,0.0,0
dinoL224,250,0.1,R3_render,50,1,1.0,0.00012,0.97996,0,1,0.288274,1.436079,1.305186,0.110585,1.120068,1.585399,1.005557,1.64764,REOPENS,REOPENS,0,0.0,0
dinoL224,250,0.2,R2_cut,50,4,0.988,0.02387,0.96691,0,1,0.304496,1.567851,1.443716,0.13287,1.215241,1.716407,1.114298,1.813697,REOPENS,REOPENS,0,0.0,0
dinoL224,250,0.2,R3_render,50,4,0.988,0.02387,0.96691,0,1,0.287526,1.429907,1.303962,0.111702,1.087435,1.502366,0.99034,1.634814,REOPENS,REOPENS,0,0.0,0
dinoL224,250,0.5,R2_cut,50,25,0.588,0.46404,0.73254,40,0,0.267975,1.254534,1.135296,0.125527,0.959318,1.334096,0.838255,1.463265,REOPENS,REOPENS,0,0.066994,1
dinoL224,250,0.5,R3_render,50,25,0.588,0.46404,0.73254,40,0,0.255504,1.211096,1.07954,0.118286,0.913219,1.262691,0.795897,1.390213,REOPENS,REOPENS,0,0.060327,1
dinoL224,250,1.0,R2_cut,50,49,0.196,0.84318,0.43599,139,0,0.180423,1.40934,1.074061,0.132674,0.839678,1.261887,0.739942,1.405276,REOPENS,REOPENS,0,0.095824,1
dinoL224,250,1.0,R3_render,50,49,0.196,0.84318,0.43599,139,0,0.174525,1.307272,0.980616,0.116833,0.77689,1.197014,0.670607,1.315388,REOPENS,REOPENS,0,0.067963,1
dinoL224,250,2.0,R2_cut,50,50,0.072,0.96338,0.21071,162,0,0.1505,1.976066,1.232549,0.150782,0.775841,1.494332,0.770015,1.642213,REOPENS,REOPENS,0,0.180023,1
dinoL224,250,2.0,R3_render,50,50,0.072,0.96338,0.21071,162,0,0.144658,1.726134,1.038803,0.145485,0.787138,1.301368,0.663329,1.44996,REOPENS,REOPENS,0,0.109189,1
dinoL224,250,5.0,R2_cut,50,50,0.036,0.99458,0.08119,168,0,0.146954,1.950308,1.188437,0.16011,0.830959,1.477368,0.766332,1.620402,REOPENS,REOPENS,0,0.128272,1
dinoL224,250,5.0,R3_render,50,50,0.036,0.99458,0.08119,168,0,0.143416,1.740687,1.014215,0.155291,0.742203,1.25807,0.633133,1.442655,REOPENS,REOPENS,0,0.104115,1
dinoL224,250,10.0,R2_cut,50,50,0.028,0.99868,0.04001,158,0,0.147807,1.923162,1.17455,0.160268,0.896923,1.421039,0.759474,1.586502,REOPENS,REOPENS,0,0.174921,1
dinoL224,250,10.0,R3_render,50,50,0.028,0.99868,0.04001,158,0,0.14356,1.716278,1.018503,0.142856,0.767509,1.339212,0.652293,1.43945,REOPENS,REOPENS,0,0.148594,1
dinoL224,250,20.0,R2_cut,50,50,0.024,0.99968,0.01985,144,0,0.148497,1.889045,1.17328,0.145592,0.879725,1.474904,0.788874,1.603583,REOPENS,REOPENS,0,0.13664,1
dinoL224,250,20.0,R3_render,50,50,0.024,0.99968,0.01985,144,0,0.142618,1.656037,0.982436,0.130572,0.774331,1.236575,0.622797,1.372464,REOPENS,REOPENS,0,0.121726,1
dinoL224,250,40.0,R2_cut,50,50,0.02,0.99992,0.00988,148,0,0.149303,1.900323,1.166615,0.125704,0.929908,1.375041,0.801463,1.556761,REOPENS,REOPENS,0,0.110586,1
dinoL224,250,40.0,R3_render,50,50,0.02,0.99992,0.00988,148,0,0.143621,1.659618,0.997378,0.133447,0.7951,1.25786,0.644652,1.401728,REOPENS,REOPENS,0,0.112101,1
dinoL224,500,0.02,R2_cut,50,1,1.0,0.0,0.98,0,1,0.205364,1.439283,1.290956,0.104855,1.077765,1.448039,1.016216,1.573748,REOPENS,REOPENS,0,0.0,0
dinoL224,500,0.02,R3_render,50,1,1.0,0.0,0.98,0,1,0.191504,1.178497,1.053927,0.099451,0.898388,1.286983,0.812724,1.353464,REOPENS,REOPENS,0,0.0,0
dinoL224,500,0.05,R2_cut,50,1,1.0,0.0,0.98,0,1,0.205364,1.439283,1.290956,0.104855,1.077765,1.448039,1.016216,1.573748,REOPENS,REOPENS,0,0.0,0
dinoL224,500,0.05,R3_render,50,1,1.0,0.0,0.98,0,1,0.191504,1.178497,1.053927,0.099451,0.898388,1.286983,0.812724,1.353464,REOPENS,REOPENS,0,0.0,0
dinoL224,500,0.1,R2_cut,50,1,1.0,0.00012,0.97996,0,1,0.205364,1.439283,1.290956,0.104855,1.077765,1.448039,1.016216,1.573748,REOPENS,REOPENS,0,0.0,0
dinoL224,500,0.1,R3_render,50,1,1.0,0.00012,0.97996,0,1,0.191504,1.178497,1.053927,0.099451,0.898388,1.286983,0.812724,1.353464,REOPENS,REOPENS,0,0.0,0
dinoL224,500,0.2,R2_cut,50,6,0.986,0.02387,0.96691,1,1,0.203788,1.417505,1.273611,0.097023,1.090461,1.430846,1.004169,1.542462,REOPENS,REOPENS,0,0.000538,0
dinoL224,500,0.2,R3_render,50,6,0.986,0.02387,0.96691,1,1,0.190389,1.172228,1.048414,0.07967,0.890235,1.173603,0.798627,1.288275,REOPENS,REOPENS,0,0.00355,0
dinoL224,500,0.5,R2_cut,50,31,0.586,0.46404,0.73254,124,0,0.166387,1.09379,0.89832,0.089483,0.694612,1.057699,0.65472,1.134653,REOPENS,REOPENS,0,0.057056,1
dinoL224,500,0.5,R3_render,50,31,0.586,0.46404,0.73254,124,0,0.157688,0.985727,0.816362,0.08494,0.611136,0.958944,0.57587,1.043819,REOPENS,REOPENS,0,0.057912,1
dinoL224,500,1.0,R2_cut,50,50,0.194,0.84318,0.43599,305,0,0.148023,1.062648,0.837436,0.118776,0.613071,1.064365,0.550557,1.102102,REOPENS,REOPENS,0,0.075283,1
dinoL224,500,1.0,R3_render,50,50,0.194,0.84318,0.43599,305,0,0.140111,0.96642,0.754111,0.114786,0.567112,1.00698,0.487795,1.036272,AMBIGUOUS,REOPENS,1,0.076845,1
dinoL224,500,2.0,R2_cut,50,50,0.072,0.96338,0.21071,336,0,0.122503,1.449218,0.977766,0.103209,0.797441,1.209213,0.717765,1.272856,REOPENS,REOPENS,0,0.110263,1
dinoL224,500,2.0,R3_render,50,50,0.072,0.96338,0.21071,336,0,0.114946,1.271154,0.849193,0.113344,0.641713,1.11727,0.572219,1.16626,REOPENS,REOPENS,0,0.098701,1
dinoL224,500,5.0,R2_cut,50,50,0.034,0.99458,0.08119,337,0,0.120538,1.437127,0.980272,0.096976,0.829196,1.18398,0.729479,1.257,REOPENS,REOPENS,0,0.045294,0
dinoL224,500,5.0,R3_render,50,50,0.034,0.99458,0.08119,337,0,0.11318,1.282968,0.878374,0.097629,0.703936,1.026718,0.613921,1.148576,REOPENS,REOPENS,0,0.086723,1
dinoL224,500,10.0,R2_cut,50,50,0.026,0.99868,0.04001,332,0,0.119179,1.446188,0.98265,0.078687,0.781469,1.157234,0.734504,1.234582,REOPENS,REOPENS,0,0.08108,1
dinoL224,500,10.0,R3_render,50,50,0.026,0.99868,0.04001,332,0,0.11139,1.275518,0.843154,0.099723,0.651234,1.085423,0.580866,1.130506,REOPENS,REOPENS,0,0.102335,1
dinoL224,500,20.0,R2_cut,50,50,0.022,0.99968,0.01985,321,0,0.121339,1.444186,0.996602,0.095261,0.824138,1.188699,0.735877,1.266669,REOPENS,REOPENS,0,0.05581,1
dinoL224,500,20.0,R3_render,50,50,0.022,0.99968,0.01985,321,0,0.112776,1.273964,0.838867,0.112907,0.686978,1.102248,0.581581,1.165914,REOPENS,REOPENS,0,0.115678,1
dinoL224,500,40.0,R2_cut,50,50,0.022,0.99992,0.00988,328,0,0.122193,1.42439,0.979727,0.105679,0.825336,1.199686,0.710681,1.272248,REOPENS,REOPENS,0,0.05829,1
dinoL224,500,40.0,R3_render,50,50,0.022,0.99992,0.00988,328,0,0.113601,1.276583,0.862642,0.110211,0.672623,1.068827,0.595774,1.155772,REOPENS,REOPENS,0,0.094867,1
dinoL224,1000,0.02,R2_cut,50,1,1.0,0.0,0.98,0,1,0.141902,1.115129,1.024251,0.049412,0.932799,1.110574,0.857925,1.195878,REOPENS,REOPENS,0,0.0,0
dinoL224,1000,0.02,R3_render,50,1,1.0,0.0,0.98,0,1,0.132884,0.879778,0.812174,0.045995,0.740192,0.910635,0.655339,0.978033,REOPENS,REOPENS,0,0.0,0
dinoL224,1000,0.05,R2_cut,50,1,1.0,0.0,0.98,0,1,0.141902,1.115129,1.024251,0.049412,0.932799,1.110574,0.857925,1.195878,REOPENS,REOPENS,0,0.0,0
dinoL224,1000,0.05,R3_render,50,1,1.0,0.0,0.98,0,1,0.132884,0.879778,0.812174,0.045995,0.740192,0.910635,0.655339,0.978033,REOPENS,REOPENS,0,0.0,0
dinoL224,1000,0.1,R2_cut,50,1,1.0,0.00012,0.97996,0,1,0.141902,1.115129,1.024251,0.049412,0.932799,1.110574,0.857925,1.195878,REOPENS,REOPENS,0,0.0,0
dinoL224,1000,0.1,R3_render,50,1,1.0,0.00012,0.97996,0,1,0.132884,0.879778,0.812174,0.045995,0.740192,0.910635,0.655339,0.978033,REOPENS,REOPENS,0,0.0,0
dinoL224,1000,0.2,R2_cut,50,8,0.987,0.02387,0.96691,7,1,0.140379,1.100303,1.016959,0.063997,0.910823,1.126706,0.837192,1.208804,REOPENS,REOPENS,0,0.029549,0
dinoL224,1000,0.2,R3_render,50,8,0.987,0.02387,0.96691,7,1,0.132059,0.876949,0.814531,0.051076,0.719361,0.891788,0.647326,0.980439,REOPENS,REOPENS,0,0.039002,0
dinoL224,1000,0.5,R2_cut,50,39,0.586,0.46404,0.73254,392,0,0.116045,0.995652,0.829806,0.06102,0.736064,0.972144,0.659374,1.017554,REOPENS,REOPENS,0,0.035053,0
dinoL224,1000,0.5,R3_render,50,39,0.586,0.46404,0.73254,392,0,0.110342,0.844142,0.694747,0.068155,0.562768,0.829106,0.513377,0.885229,REOPENS,REOPENS,0,0.034647,0
dinoL224,1000,1.0,R2_cut,50,50,0.194,0.84318,0.43599,838,0,0.103465,0.96302,0.779979,0.080053,0.624564,0.976457,0.576402,0.992962,REOPENS,REOPENS,0,0.082156,1
dinoL224,1000,1.0,R3_render,50,50,0.194,0.84318,0.43599,838,0,0.098011,0.868728,0.692966,0.074707,0.555638,0.85029,0.49814,0.897777,AMBIGUOUS,REOPENS,1,0.054497,1
dinoL224,1000,2.0,R2_cut,50,50,0.072,0.96338,0.21071,907,0,0.09706,1.027675,0.796459,0.073451,0.61612,0.896372,0.584327,0.976395,REOPENS,REOPENS,0,0.059237,1
dinoL224,1000,2.0,R3_render,50,50,0.072,0.96338,0.21071,907,0,0.090902,0.886797,0.690445,0.06529,0.526568,0.787242,0.495171,0.86194,AMBIGUOUS,REOPENS,1,0.067273,1
dinoL224,1000,5.0,R2_cut,50,50,0.035,0.99458,0.08119,918,0,0.096026,1.053971,0.783366,0.073442,0.630608,0.943465,0.592466,0.985073,REOPENS,REOPENS,0,0.075504,1
dinoL224,1000,5.0,R3_render,50,50,0.035,0.99458,0.08119,918,0,0.088313,0.893862,0.679123,0.056595,0.570119,0.780895,0.504169,0.852892,REOPENS,REOPENS,0,0.036444,0
dinoL224,1000,10.0,R2_cut,50,50,0.026,0.99868,0.04001,908,0,0.097887,1.06267,0.788049,0.07282,0.640416,0.938613,0.597805,0.98864,REOPENS,REOPENS,0,0.105423,1
dinoL224,1000,10.0,R3_render,50,50,0.026,0.99868,0.04001,908,0,0.089206,0.909746,0.676523,0.059907,0.589298,0.787874,0.506978,0.859217,REOPENS,REOPENS,0,0.036494,0
dinoL224,1000,20.0,R2_cut,50,50,0.023,0.99968,0.01985,908,0,0.098768,1.066757,0.793625,0.064358,0.681978,0.939386,0.624489,0.991063,REOPENS,REOPENS,0,0.053569,1
dinoL224,1000,20.0,R3_render,50,50,0.023,0.99968,0.01985,908,0,0.089824,0.908287,0.674011,0.070995,0.559794,0.846663,0.497224,0.882305,AMBIGUOUS,REOPENS,1,0.058382,1
dinoL224,1000,40.0,R2_cut,50,50,0.021,0.99992,0.00988,896,0,0.099864,1.053789,0.790833,0.068342,0.655825,0.907599,0.603983,0.982382,REOPENS,REOPENS,0,0.065568,1
dinoL224,1000,40.0,R3_render,50,50,0.021,0.99992,0.00988,896,0,0.09227,0.900823,0.670535,0.071514,0.524729,0.815104,0.478898,0.866748,AMBIGUOUS,REOPENS,1,0.060669,1
dinoL224,2000,0.02,R2_cut,50,1,1.0,0.0,0.98,0,1,0.082683,0.700878,0.581288,0.050284,0.47573,0.701038,0.449411,0.721799,AMBIGUOUS,REOPENS,1,0.0,0
dinoL224,2000,0.02,R3_render,50,1,1.0,0.0,0.98,0,1,0.0775,0.539112,0.439291,0.045884,0.36632,0.569454,0.320785,0.582337,AMBIGUOUS,REOPENS,1,0.0,0
dinoL224,2000,0.05,R2_cut,50,1,1.0,0.0,0.98,0,1,0.082683,0.700878,0.581288,0.050284,0.47573,0.701038,0.449411,0.721799,AMBIGUOUS,REOPENS,1,0.0,0
dinoL224,2000,0.05,R3_render,50,1,1.0,0.0,0.98,0,1,0.0775,0.539112,0.439291,0.045884,0.36632,0.569454,0.320785,0.582337,AMBIGUOUS,REOPENS,1,0.0,0
dinoL224,2000,0.1,R2_cut,50,1,1.0,0.00012,0.97996,0,1,0.082683,0.700878,0.581288,0.050284,0.47573,0.701038,0.449411,0.721799,AMBIGUOUS,REOPENS,1,0.0,0
dinoL224,2000,0.1,R3_render,50,1,1.0,0.00012,0.97996,0,1,0.0775,0.539112,0.439291,0.045884,0.36632,0.569454,0.320785,0.582337,AMBIGUOUS,REOPENS,1,0.0,0
dinoL224,2000,0.2,R2_cut,50,8,0.987,0.02387,0.96691,29,1,0.08195,0.699423,0.583079,0.042341,0.503094,0.671024,0.466486,0.715311,AMBIGUOUS,REOPENS,1,0.01773,0
dinoL224,2000,0.2,R3_render,50,8,0.987,0.02387,0.96691,29,1,0.076733,0.540635,0.455207,0.03769,0.397598,0.532754,0.343116,0.576322,AMBIGUOUS,REOPENS,1,0.017496,0
dinoL224,2000,0.5,R2_cut,50,45,0.586,0.46404,0.73254,1570,0,0.073783,0.682443,0.551128,0.041989,0.490072,0.620276,0.432088,0.673534,AMBIGUOUS,REOPENS,1,0.026556,0
dinoL224,2000,0.5,R3_render,50,45,0.586,0.46404,0.73254,1570,0,0.069645,0.561902,0.453851,0.05244,0.361113,0.552577,0.318493,0.589655,AMBIGUOUS,REOPENS,1,0.039746,0
dinoL224,2000,1.0,R2_cut,50,50,0.1945,0.84318,0.43599,3013,0,0.067639,0.652645,0.498678,0.033515,0.430179,0.572476,0.39034,0.614235,AMBIGUOUS,REOPENS,1,0.066475,1
dinoL224,2000,1.0,R3_render,50,50,0.1945,0.84318,0.43599,3013,0,0.062561,0.561577,0.410719,0.04236,0.328299,0.500972,0.29062,0.536868,AMBIGUOUS,REOPENS,1,0.073762,1
dinoL224,2000,2.0,R2_cut,50,50,0.0725,0.96338,0.21071,2952,0,0.069124,0.680891,0.521879,0.027992,0.474247,0.599022,0.417837,0.631724,AMBIGUOUS,REOPENS,1,0.044338,0
dinoL224,2000,2.0,R3_render,50,50,0.0725,0.96338,0.21071,2952,0,0.063611,0.582401,0.432298,0.033876,0.362467,0.48771,0.316969,0.542078,AMBIGUOUS,REOPENS,1,0.032306,0
dinoL224,2000,5.0,R2_cut,50,50,0.0345,0.99458,0.08119,2921,0,0.070458,0.689471,0.55627,0.028983,0.505618,0.625335,0.451486,0.665419,AMBIGUOUS,REOPENS,1,0.055613,1
dinoL224,2000,5.0,R3_render,50,50,0.0345,0.99458,0.08119,2921,0,0.064473,0.576592,0.461526,0.029988,0.407611,0.517969,0.352735,0.567362,AMBIGUOUS,REOPENS,1,0.056097,1
dinoL224,2000,10.0,R2_cut,50,50,0.0265,0.99868,0.04001,2911,0,0.071373,0.691459,0.545353,0.041635,0.470727,0.630042,0.425588,0.668866,AMBIGUOUS,REOPENS,1,0.050899,1
dinoL224,2000,10.0,R3_render,50,50,0.0265,0.99868,0.04001,2911,0,0.065429,0.571426,0.431173,0.035543,0.373315,0.506971,0.32224,0.548357,AMBIGUOUS,REOPENS,1,0.025178,0
dinoL224,2000,20.0,R2_cut,50,50,0.023,0.99968,0.01985,2886,0,0.070989,0.694746,0.546011,0.039678,0.45209,0.600704,0.419605,0.659477,AMBIGUOUS,REOPENS,1,0.036262,0
dinoL224,2000,20.0,R3_render,50,50,0.023,0.99968,0.01985,2886,0,0.064809,0.576184,0.436908,0.04699,0.328554,0.505716,0.301894,0.557732,AMBIGUOUS,REOPENS,1,0.031641,0
dinoL224,2000,40.0,R2_cut,50,50,0.0215,0.99992,0.00988,2900,0,0.071692,0.693683,0.550486,0.03793,0.488356,0.650059,0.439275,0.674273,AMBIGUOUS,REOPENS,1,0.049741,0
dinoL224,2000,40.0,R3_render,50,50,0.0215,0.99992,0.00988,2900,0,0.06554,0.574102,0.440009,0.049331,0.357922,0.535436,0.312264,0.570377,AMBIGUOUS,REOPENS,1,0.033078,0
dinoL224,3000,0.02,R2_cut,50,1,1.0,0.0,0.98,0,1,0.044361,0.41942,0.268107,0.033273,0.171747,0.332692,0.163534,0.362365,CONFIRMED,AMBIGUOUS,1,0.0,0
dinoL224,3000,0.02,R3_render,50,1,1.0,0.0,0.98,0,1,0.040185,0.316218,0.189117,0.028435,0.136055,0.24188,0.098045,0.278074,CONFIRMED,AMBIGUOUS,1,0.0,0
dinoL224,3000,0.05,R2_cut,50,1,1.0,0.0,0.98,0,1,0.044361,0.41942,0.268107,0.033273,0.171747,0.332692,0.163534,0.362365,CONFIRMED,AMBIGUOUS,1,0.0,0
dinoL224,3000,0.05,R3_render,50,1,1.0,0.0,0.98,0,1,0.040185,0.316218,0.189117,0.028435,0.136055,0.24188,0.098045,0.278074,CONFIRMED,AMBIGUOUS,1,0.0,0
dinoL224,3000,0.1,R2_cut,50,1,1.0,0.00012,0.97996,0,1,0.044361,0.41942,0.268107,0.033273,0.171747,0.332692,0.163534,0.362365,CONFIRMED,AMBIGUOUS,1,0.0,0
dinoL224,3000,0.1,R3_render,50,1,1.0,0.00012,0.97996,0,1,0.040185,0.316218,0.189117,0.028435,0.136055,0.24188,0.098045,0.278074,CONFIRMED,AMBIGUOUS,1,0.0,0
dinoL224,3000,0.2,R2_cut,50,9,0.987,0.02387,0.96691,147,1,0.044616,0.423246,0.266002,0.025388,0.225634,0.309693,0.179046,0.353162,CONFIRMED,AMBIGUOUS,1,0.015504,0
dinoL224,3000,0.2,R3_render,50,9,0.987,0.02387,0.96691,147,1,0.040492,0.321927,0.18311,0.019863,0.143593,0.213846,0.101185,0.265127,CONFIRMED,AMBIGUOUS,1,0.020584,0
dinoL224,3000,0.5,R2_cut,50,45,0.586,0.46404,0.73254,4592,0,0.042132,0.412139,0.251993,0.025198,0.210512,0.311101,0.166295,0.343117,CONFIRMED,AMBIGUOUS,1,0.023251,0
dinoL224,3000,0.5,R3_render,50,45,0.586,0.46404,0.73254,4592,0,0.038627,0.326264,0.184554,0.024253,0.137451,0.225441,0.096514,0.270551,CONFIRMED,AMBIGUOUS,1,0.023249,0
dinoL224,3000,1.0,R2_cut,50,50,0.19433,0.84318,0.43599,7022,0,0.042846,0.415841,0.252588,0.027493,0.202307,0.302148,0.162211,0.341808,CONFIRMED,AMBIGUOUS,1,0.039373,0
dinoL224,3000,1.0,R3_render,50,50,0.19433,0.84318,0.43599,7022,0,0.039333,0.343361,0.195867,0.024461,0.149095,0.248536,0.108833,0.282439,CONFIRMED,AMBIGUOUS,1,0.034417,0
dinoL224,3000,2.0,R2_cut,50,50,0.07233,0.96338,0.21071,7398,0,0.043358,0.423992,0.277006,0.026658,0.233188,0.332303,0.189739,0.368294,CONFIRMED,AMBIGUOUS,1,0.052044,1
dinoL224,3000,2.0,R3_render,50,50,0.07233,0.96338,0.21071,7398,0,0.039078,0.359735,0.217234,0.027997,0.153887,0.271973,0.123339,0.305199,CONFIRMED,AMBIGUOUS,1,0.04237,0
dinoL224,3000,5.0,R2_cut,50,50,0.03467,0.99458,0.08119,7147,0,0.043215,0.426327,0.269973,0.025002,0.21867,0.301795,0.181609,0.354642,CONFIRMED,AMBIGUOUS,1,0.029304,0
dinoL224,3000,5.0,R3_render,50,50,0.03467,0.99458,0.08119,7147,0,0.039034,0.359022,0.203822,0.023287,0.162691,0.238861,0.119456,0.287858,CONFIRMED,AMBIGUOUS,1,0.027073,0
dinoL224,3000,10.0,R2_cut,50,50,0.02633,0.99868,0.04001,7119,0,0.043515,0.427905,0.271889,0.021901,0.239045,0.315738,0.188987,0.356712,CONFIRMED,AMBIGUOUS,1,0.036398,0
dinoL224,3000,10.0,R3_render,50,50,0.02633,0.99868,0.04001,7119,0,0.039228,0.357187,0.204188,0.028241,0.141808,0.25315,0.111323,0.292842,CONFIRMED,AMBIGUOUS,1,0.032813,0
dinoL224,3000,20.0,R2_cut,50,50,0.023,0.99968,0.01985,7055,0,0.04379,0.427649,0.272857,0.028383,0.21741,0.322701,0.1802,0.36275,CONFIRMED,AMBIGUOUS,1,0.037118,0
dinoL224,3000,20.0,R3_render,50,50,0.023,0.99968,0.01985,7055,0,0.039483,0.357947,0.212049,0.02664,0.152751,0.253964,0.121406,0.300942,CONFIRMED,AMBIGUOUS,1,0.040338,0
dinoL224,3000,40.0,R2_cut,50,50,0.02133,0.99992,0.00988,7113,0,0.04399,0.423279,0.274434,0.021838,0.22994,0.317079,0.19142,0.357502,CONFIRMED,AMBIGUOUS,1,0.039345,0
dinoL224,3000,40.0,R3_render,50,50,0.02133,0.99992,0.00988,7113,0,0.039978,0.35361,0.208785,0.025478,0.155772,0.245043,0.120834,0.294316,CONFIRMED,AMBIGUOUS,1,0.02663,0
dinoL224,4447,0.02,R2_cut,50,1,1.0,0.0,0.98,0,1,0.0,0.0,-0.306792,0.021344,-0.348398,-0.255926,-0.378843,-0.233205,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,0.02,R3_render,50,1,1.0,0.0,0.98,0,1,0.0,-0.0,-0.309901,0.035488,-0.385571,-0.231185,-0.400503,-0.214019,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,0.05,R2_cut,50,1,1.0,0.0,0.98,0,1,0.0,0.0,-0.306792,0.021344,-0.348398,-0.255926,-0.378843,-0.233205,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,0.05,R3_render,50,1,1.0,0.0,0.98,0,1,0.0,-0.0,-0.309901,0.035488,-0.385571,-0.231185,-0.400503,-0.214019,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,0.1,R2_cut,50,1,1.0,0.00012,0.97996,0,1,0.0,0.0,-0.306792,0.021344,-0.348398,-0.255926,-0.378843,-0.233205,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,0.1,R3_render,50,1,1.0,0.00012,0.97996,0,1,0.0,-0.0,-0.309901,0.035488,-0.385571,-0.231185,-0.400503,-0.214019,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,0.2,R2_cut,50,10,0.98696,0.02387,0.96691,20053,1,0.0,0.0,-0.306792,0.021344,-0.348398,-0.255926,-0.378843,-0.233205,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,0.2,R3_render,50,10,0.98696,0.02387,0.96691,20053,1,0.0,-0.0,-0.309901,0.035488,-0.385571,-0.231185,-0.400503,-0.214019,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,0.5,R2_cut,50,46,0.58601,0.46404,0.73254,68916,0,0.0,0.0,-0.306792,0.021344,-0.348398,-0.255926,-0.378843,-0.233205,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,0.5,R3_render,50,46,0.58601,0.46404,0.73254,68916,0,0.0,-0.0,-0.309901,0.035488,-0.385571,-0.231185,-0.400503,-0.214019,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,1.0,R2_cut,50,50,0.19429,0.84318,0.43599,57262,0,0.0,0.0,-0.306792,0.021344,-0.348398,-0.255926,-0.378843,-0.233205,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,1.0,R3_render,50,50,0.19429,0.84318,0.43599,57262,0,0.0,-0.0,-0.309901,0.035488,-0.385571,-0.231185,-0.400503,-0.214019,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,2.0,R2_cut,50,50,0.07241,0.96338,0.21071,42330,0,0.0,0.0,-0.306792,0.021344,-0.348398,-0.255926,-0.378843,-0.233205,AMBIGUOUS,AMBIGUOUS,0,0.0,0
dinoL224,4447,2.0,R3_render,50,50,0.07241,0.96338,0.21071,42330,0,0.0,-0.0,-0.309901,0.035488,-0.385571,-0.231185,-0.400503,-0.214019,AMBIGUOUS,AMBIGUOUS,0,0.0,0
