tag,B,alpha,repr,draw,norm_dmean,d_insample,d_heldout
dinoL518,500,40.0,R3_render,19,0.088996,1.249597,0.635176
dinoL518,1000,0.02,R2_cut,0,0.099092,0.925063,0.62427
dinoL518,1000,0.02,R2_cut,1,0.098757,0.942758,0.831551
dinoL518,1000,0.02,R2_cut,2,0.104555,0.998841,0.841345
dinoL518,1000,0.02,R2_cut,3,0.097478,0.919405,0.749759
dinoL518,1000,0.02,R2_cut,4,0.10564,0.996225,0.922991
dinoL518,1000,0.02,R2_cut,5,0.104347,0.984248,0.785818
dinoL518,1000,0.02,R2_cut,6,0.101327,0.953031,0.745864
dinoL518,1000,0.02,R2_cut,7,0.105349,1.01599,0.749449
dinoL518,1000,0.02,R2_cut,8,0.102853,0.986177,0.89162
dinoL518,1000,0.02,R2_cut,9,0.09867,0.94039,0.710807
dinoL518,1000,0.02,R2_cut,10,0.103152,0.965089,0.788752
dinoL518,1000,0.02,R2_cut,11,0.096878,0.915019,0.697293
dinoL518,1000,0.02,R2_cut,12,0.102166,0.954436,0.730066
dinoL518,1000,0.02,R2_cut,13,0.103152,0.981121,0.783835
dinoL518,1000,0.02,R2_cut,14,0.102168,0.991506,0.815028
dinoL518,1000,0.02,R2_cut,15,0.101391,0.957731,0.725784
dinoL518,1000,0.02,R2_cut,16,0.100687,0.960652,0.703293
dinoL518,1000,0.02,R2_cut,17,0.096647,0.926282,0.591456
dinoL518,1000,0.02,R2_cut,18,0.104565,0.998192,0.742831
dinoL518,1000,0.02,R2_cut,19,0.09818,0.943349,0.746099
dinoL518,1000,0.02,R3_render,0,0.095068,0.785835,0.556468
dinoL518,1000,0.02,R3_render,1,0.0927,0.775033,0.700672
dinoL518,1000,0.02,R3_render,2,0.099691,0.816805,0.684904
dinoL518,1000,0.02,R3_render,3,0.092877,0.739264,0.567017
dinoL518,1000,0.02,R3_render,4,0.101973,0.82278,0.783798
dinoL518,1000,0.02,R3_render,5,0.098172,0.822955,0.64706
dinoL518,1000,0.02,R3_render,6,0.097753,0.799914,0.662444
dinoL518,1000,0.02,R3_render,7,0.101804,0.850991,0.596631
dinoL518,1000,0.02,R3_render,8,0.097893,0.79567,0.674326
dinoL518,1000,0.02,R3_render,9,0.093727,0.763101,0.561654
dinoL518,1000,0.02,R3_render,10,0.099463,0.791647,0.623163
dinoL518,1000,0.02,R3_render,11,0.092083,0.750022,0.610345
dinoL518,1000,0.02,R3_render,12,0.097406,0.789748,0.590528
dinoL518,1000,0.02,R3_render,13,0.095889,0.799236,0.620472
dinoL518,1000,0.02,R3_render,14,0.096385,0.820438,0.673924
dinoL518,1000,0.02,R3_render,15,0.096469,0.780322,0.625324
dinoL518,1000,0.02,R3_render,16,0.095508,0.786736,0.612326
dinoL518,1000,0.02,R3_render,17,0.091364,0.742613,0.452288
dinoL518,1000,0.02,R3_render,18,0.0995,0.829922,0.598867
dinoL518,1000,0.02,R3_render,19,0.093351,0.774343,0.593587
dinoL518,1000,0.05,R2_cut,0,0.099003,0.923211,0.599808
dinoL518,1000,0.05,R2_cut,1,0.098654,0.940498,0.796894
dinoL518,1000,0.05,R2_cut,2,0.104422,0.995987,0.864894
dinoL518,1000,0.05,R2_cut,3,0.097376,0.917201,0.736502
dinoL518,1000,0.05,R2_cut,4,0.105485,0.992875,0.934478
dinoL518,1000,0.05,R2_cut,5,0.104233,0.981975,0.809593
dinoL518,1000,0.05,R2_cut,6,0.101253,0.951519,0.799767
dinoL518,1000,0.05,R2_cut,7,0.105276,1.014387,0.82482
dinoL518,1000,0.05,R2_cut,8,0.102772,0.984498,0.819901
dinoL518,1000,0.05,R2_cut,9,0.098539,0.937559,0.748344
dinoL518,1000,0.05,R2_cut,10,0.103019,0.962204,0.790012
dinoL518,1000,0.05,R2_cut,11,0.096771,0.912827,0.678079
dinoL518,1000,0.05,R2_cut,12,0.102057,0.952203,0.781111
dinoL518,1000,0.05,R2_cut,13,0.102984,0.977525,0.778963
dinoL518,1000,0.05,R2_cut,14,0.102111,0.990257,0.736027
dinoL518,1000,0.05,R2_cut,15,0.101278,0.95541,0.72449
dinoL518,1000,0.05,R2_cut,16,0.100582,0.958413,0.750648
dinoL518,1000,0.05,R2_cut,17,0.096556,0.9243,0.639981
dinoL518,1000,0.05,R2_cut,18,0.104484,0.996409,0.799906
dinoL518,1000,0.05,R2_cut,19,0.098074,0.940986,0.749928
dinoL518,1000,0.05,R3_render,0,0.094933,0.785743,0.519657
dinoL518,1000,0.05,R3_render,1,0.092536,0.774367,0.67834
dinoL518,1000,0.05,R3_render,2,0.099462,0.8153,0.668725
dinoL518,1000,0.05,R3_render,3,0.092717,0.739022,0.565042
dinoL518,1000,0.05,R3_render,4,0.101761,0.821368,0.849147
dinoL518,1000,0.05,R3_render,5,0.09797,0.821588,0.694794
dinoL518,1000,0.05,R3_render,6,0.097571,0.79909,0.729399
dinoL518,1000,0.05,R3_render,7,0.101658,0.850867,0.704056
dinoL518,1000,0.05,R3_render,8,0.097697,0.794997,0.620128
dinoL518,1000,0.05,R3_render,9,0.093518,0.761857,0.571065
dinoL518,1000,0.05,R3_render,10,0.09922,0.789908,0.600757
dinoL518,1000,0.05,R3_render,11,0.091892,0.749347,0.559065
dinoL518,1000,0.05,R3_render,12,0.097246,0.789498,0.648042
dinoL518,1000,0.05,R3_render,13,0.095664,0.797654,0.609603
dinoL518,1000,0.05,R3_render,14,0.096262,0.820672,0.580198
dinoL518,1000,0.05,R3_render,15,0.096305,0.779954,0.609123
dinoL518,1000,0.05,R3_render,16,0.095309,0.785627,0.620941
dinoL518,1000,0.05,R3_render,17,0.09117,0.741841,0.515243
dinoL518,1000,0.05,R3_render,18,0.09935,0.829551,0.673599
dinoL518,1000,0.05,R3_render,19,0.093177,0.773636,0.608829
dinoL518,1000,0.1,R2_cut,0,0.0953,0.906388,0.578569
dinoL518,1000,0.1,R2_cut,1,0.095025,0.925258,0.72926
dinoL518,1000,0.1,R2_cut,2,0.100063,0.968241,0.796718
dinoL518,1000,0.1,R2_cut,3,0.093648,0.90064,0.675857
dinoL518,1000,0.1,R2_cut,4,0.101164,0.962706,0.880602
dinoL518,1000,0.1,R2_cut,5,0.100702,0.964447,0.767845
dinoL518,1000,0.1,R2_cut,6,0.097762,0.934931,0.821165
dinoL518,1000,0.1,R2_cut,7,0.101648,0.999909,0.808165
dinoL518,1000,0.1,R2_cut,8,0.098946,0.965453,0.82455
dinoL518,1000,0.1,R2_cut,9,0.095038,0.924527,0.710441
dinoL518,1000,0.1,R2_cut,10,0.098926,0.939073,0.749547
dinoL518,1000,0.1,R2_cut,11,0.09289,0.893962,0.69936
dinoL518,1000,0.1,R2_cut,12,0.097969,0.929445,0.721317
dinoL518,1000,0.1,R2_cut,13,0.098722,0.949455,0.705003
dinoL518,1000,0.1,R2_cut,14,0.098862,0.98007,0.810173
dinoL518,1000,0.1,R2_cut,15,0.097315,0.933018,0.7523
dinoL518,1000,0.1,R2_cut,16,0.097029,0.942803,0.794152
dinoL518,1000,0.1,R2_cut,17,0.093082,0.911551,0.650938
dinoL518,1000,0.1,R2_cut,18,0.10093,0.978755,0.773701
dinoL518,1000,0.1,R2_cut,19,0.094541,0.926704,0.678239
dinoL518,1000,0.1,R3_render,0,0.090384,0.78317,0.52207
dinoL518,1000,0.1,R3_render,1,0.08793,0.772558,0.649842
dinoL518,1000,0.1,R3_render,2,0.09393,0.799676,0.633962
dinoL518,1000,0.1,R3_render,3,0.087698,0.731214,0.547799
dinoL518,1000,0.1,R3_render,4,0.096135,0.800552,0.766061
dinoL518,1000,0.1,R3_render,5,0.093247,0.815073,0.671184
dinoL518,1000,0.1,R3_render,6,0.09249,0.787519,0.669942
dinoL518,1000,0.1,R3_render,7,0.096633,0.843935,0.654183
dinoL518,1000,0.1,R3_render,8,0.092244,0.783291,0.645807
dinoL518,1000,0.1,R3_render,9,0.088689,0.756401,0.556879
dinoL518,1000,0.1,R3_render,10,0.093731,0.774632,0.605064
dinoL518,1000,0.1,R3_render,11,0.086823,0.741907,0.629306
dinoL518,1000,0.1,R3_render,12,0.091906,0.778053,0.59742
dinoL518,1000,0.1,R3_render,13,0.090721,0.790086,0.561468
dinoL518,1000,0.1,R3_render,14,0.091847,0.823252,0.666523
dinoL518,1000,0.1,R3_render,15,0.090926,0.764437,0.613428
dinoL518,1000,0.1,R3_render,16,0.090236,0.776384,0.687411
dinoL518,1000,0.1,R3_render,17,0.0863,0.737609,0.495572
dinoL518,1000,0.1,R3_render,18,0.094651,0.824765,0.647756
dinoL518,1000,0.1,R3_render,19,0.088352,0.768229,0.539538
dinoL518,1000,0.2,R2_cut,0,0.091289,0.972577,0.628043
dinoL518,1000,0.2,R2_cut,1,0.090748,0.993989,0.805781
dinoL518,1000,0.2,R2_cut,2,0.094257,1.013523,0.887513
dinoL518,1000,0.2,R2_cut,3,0.090379,0.986292,0.706495
dinoL518,1000,0.2,R2_cut,4,0.09531,1.006676,0.920074
dinoL518,1000,0.2,R2_cut,5,0.096976,1.023394,0.873379
dinoL518,1000,0.2,R2_cut,6,0.093854,0.993444,0.842808
dinoL518,1000,0.2,R2_cut,7,0.097138,1.070182,0.777458
dinoL518,1000,0.2,R2_cut,8,0.093939,1.025511,0.844578
dinoL518,1000,0.2,R2_cut,9,0.090733,0.989707,0.746129
dinoL518,1000,0.2,R2_cut,10,0.09375,0.993188,0.797249
dinoL518,1000,0.2,R2_cut,11,0.088348,0.961795,0.729897
dinoL518,1000,0.2,R2_cut,12,0.092543,0.980811,0.787632
dinoL518,1000,0.2,R2_cut,13,0.093961,1.005634,0.716859
dinoL518,1000,0.2,R2_cut,14,0.095728,1.061551,0.790816
dinoL518,1000,0.2,R2_cut,15,0.092518,0.987836,0.823302
dinoL518,1000,0.2,R2_cut,16,0.093056,1.010052,0.778758
dinoL518,1000,0.2,R2_cut,17,0.089612,0.991158,0.613208
dinoL518,1000,0.2,R2_cut,18,0.097169,1.049366,0.716939
dinoL518,1000,0.2,R2_cut,19,0.090651,0.99813,0.756361
dinoL518,1000,0.2,R3_render,0,0.084828,0.888302,0.573404
dinoL518,1000,0.2,R3_render,1,0.082599,0.890825,0.688356
dinoL518,1000,0.2,R3_render,2,0.08509,0.885553,0.747941
dinoL518,1000,0.2,R3_render,3,0.08186,0.858273,0.598518
dinoL518,1000,0.2,R3_render,4,0.087697,0.887824,0.785499
dinoL518,1000,0.2,R3_render,5,0.087679,0.920313,0.728476
dinoL518,1000,0.2,R3_render,6,0.08582,0.88711,0.742684
dinoL518,1000,0.2,R3_render,7,0.089465,0.959221,0.679533
dinoL518,1000,0.2,R3_render,8,0.083689,0.889632,0.624984
dinoL518,1000,0.2,R3_render,9,0.08239,0.864383,0.581527
dinoL518,1000,0.2,R3_render,10,0.08558,0.873556,0.694015
dinoL518,1000,0.2,R3_render,11,0.080051,0.852851,0.611132
dinoL518,1000,0.2,R3_render,12,0.084944,0.895972,0.709083
dinoL518,1000,0.2,R3_render,13,0.084686,0.906043,0.602221
dinoL518,1000,0.2,R3_render,14,0.086862,0.952196,0.672068
dinoL518,1000,0.2,R3_render,15,0.083827,0.857746,0.657099
dinoL518,1000,0.2,R3_render,16,0.083614,0.88883,0.676835
dinoL518,1000,0.2,R3_render,17,0.080009,0.856499,0.488063
dinoL518,1000,0.2,R3_render,18,0.089131,0.945131,0.560961
dinoL518,1000,0.2,R3_render,19,0.082535,0.884695,0.671837
dinoL518,1000,0.5,R2_cut,0,0.089183,1.037488,0.658463
dinoL518,1000,0.5,R2_cut,1,0.089136,1.056476,0.774277
dinoL518,1000,0.5,R2_cut,2,0.090074,1.05677,0.826866
dinoL518,1000,0.5,R2_cut,3,0.089282,1.062637,0.748363
dinoL518,1000,0.5,R2_cut,4,0.092059,1.075824,0.888545
dinoL518,1000,0.5,R2_cut,5,0.096207,1.090987,0.847545
dinoL518,1000,0.5,R2_cut,6,0.092661,1.056068,0.857354
dinoL518,1000,0.5,R2_cut,7,0.094677,1.145958,0.796075
dinoL518,1000,0.5,R2_cut,8,0.091786,1.092099,0.904541
dinoL518,1000,0.5,R2_cut,9,0.089589,1.047656,0.835902
dinoL518,1000,0.5,R2_cut,10,0.091301,1.064276,0.842853
dinoL518,1000,0.5,R2_cut,11,0.086838,1.026671,0.750727
dinoL518,1000,0.5,R2_cut,12,0.088284,1.020825,0.767424
dinoL518,1000,0.5,R2_cut,13,0.092188,1.065178,0.843174
dinoL518,1000,0.5,R2_cut,14,0.09437,1.117351,0.817828
dinoL518,1000,0.5,R2_cut,15,0.091404,1.059584,0.766724
dinoL518,1000,0.5,R2_cut,16,0.091441,1.075352,0.792153
dinoL518,1000,0.5,R2_cut,17,0.08901,1.067801,0.682939
dinoL518,1000,0.5,R2_cut,18,0.09482,1.112949,0.847519
dinoL518,1000,0.5,R2_cut,19,0.090138,1.070017,0.69584
dinoL518,1000,0.5,R3_render,0,0.086458,0.872268,0.552935
dinoL518,1000,0.5,R3_render,1,0.085472,0.870039,0.653182
dinoL518,1000,0.5,R3_render,2,0.083693,0.896266,0.688013
dinoL518,1000,0.5,R3_render,3,0.083526,0.881788,0.639041
dinoL518,1000,0.5,R3_render,4,0.087105,0.938957,0.757894
dinoL518,1000,0.5,R3_render,5,0.08959,0.912327,0.666503
dinoL518,1000,0.5,R3_render,6,0.087018,0.899213,0.66028
dinoL518,1000,0.5,R3_render,7,0.089445,0.972479,0.642521
dinoL518,1000,0.5,R3_render,8,0.083874,0.913597,0.712164
dinoL518,1000,0.5,R3_render,9,0.084797,0.86747,0.551354
dinoL518,1000,0.5,R3_render,10,0.085292,0.927349,0.726501
dinoL518,1000,0.5,R3_render,11,0.081866,0.836043,0.553984
dinoL518,1000,0.5,R3_render,12,0.083892,0.891126,0.688577
dinoL518,1000,0.5,R3_render,13,0.0862,0.895998,0.710216
dinoL518,1000,0.5,R3_render,14,0.089053,0.921479,0.644764
dinoL518,1000,0.5,R3_render,15,0.085907,0.878466,0.658036
dinoL518,1000,0.5,R3_render,16,0.085342,0.906169,0.71747
dinoL518,1000,0.5,R3_render,17,0.081706,0.847346,0.531972
dinoL518,1000,0.5,R3_render,18,0.089701,0.939199,0.75513
dinoL518,1000,0.5,R3_render,19,0.0853,0.876318,0.559862
dinoL518,1000,1.0,R2_cut,0,0.078495,0.955764,0.593463
dinoL518,1000,1.0,R2_cut,1,0.076599,0.936263,0.558
dinoL518,1000,1.0,R2_cut,2,0.076777,0.920478,0.608333
dinoL518,1000,1.0,R2_cut,3,0.077753,0.953303,0.622429
dinoL518,1000,1.0,R2_cut,4,0.081988,0.976064,0.61856
dinoL518,1000,1.0,R2_cut,5,0.083564,0.970489,0.747644
dinoL518,1000,1.0,R2_cut,6,0.082436,0.970819,0.696011
dinoL518,1000,1.0,R2_cut,7,0.083198,1.031332,0.574216
dinoL518,1000,1.0,R2_cut,8,0.078485,0.941074,0.620162
dinoL518,1000,1.0,R2_cut,9,0.077801,0.955042,0.745375
dinoL518,1000,1.0,R2_cut,10,0.079559,0.964595,0.666658
dinoL518,1000,1.0,R2_cut,11,0.075656,0.929543,0.607123
dinoL518,1000,1.0,R2_cut,12,0.075359,0.893503,0.578931
dinoL518,1000,1.0,R2_cut,13,0.080302,0.955519,0.636233
dinoL518,1000,1.0,R2_cut,14,0.082496,0.992229,0.754653
dinoL518,1000,1.0,R2_cut,15,0.081085,0.993066,0.640165
dinoL518,1000,1.0,R2_cut,16,0.080062,0.971881,0.625121
dinoL518,1000,1.0,R2_cut,17,0.077688,0.978081,0.602761
dinoL518,1000,1.0,R2_cut,18,0.083379,1.010902,0.66606
dinoL518,1000,1.0,R2_cut,19,0.078759,0.972841,0.674387
dinoL518,1000,1.0,R3_render,0,0.077921,0.823989,0.571106
dinoL518,1000,1.0,R3_render,1,0.07626,0.808979,0.545808
dinoL518,1000,1.0,R3_render,2,0.072894,0.803359,0.52406
dinoL518,1000,1.0,R3_render,3,0.07437,0.817861,0.537714
dinoL518,1000,1.0,R3_render,4,0.079931,0.890423,0.542292
dinoL518,1000,1.0,R3_render,5,0.078999,0.836331,0.58827
dinoL518,1000,1.0,R3_render,6,0.078897,0.851488,0.54866
dinoL518,1000,1.0,R3_render,7,0.080783,0.905542,0.510725
dinoL518,1000,1.0,R3_render,8,0.0742,0.831464,0.522761
dinoL518,1000,1.0,R3_render,9,0.07479,0.812156,0.466716
dinoL518,1000,1.0,R3_render,10,0.075757,0.861896,0.572184
dinoL518,1000,1.0,R3_render,11,0.073381,0.783718,0.434363
dinoL518,1000,1.0,R3_render,12,0.073627,0.812169,0.514197
dinoL518,1000,1.0,R3_render,13,0.076741,0.829927,0.599209
dinoL518,1000,1.0,R3_render,14,0.080424,0.861905,0.569231
dinoL518,1000,1.0,R3_render,15,0.078181,0.848116,0.492458
dinoL518,1000,1.0,R3_render,16,0.076446,0.853036,0.539515
dinoL518,1000,1.0,R3_render,17,0.072745,0.794155,0.447295
dinoL518,1000,1.0,R3_render,18,0.080997,0.88405,0.634121
dinoL518,1000,1.0,R3_render,19,0.076741,0.825083,0.60294
dinoL518,1000,2.0,R2_cut,0,0.071868,1.017787,0.488465
dinoL518,1000,2.0,R2_cut,1,0.068052,0.970479,0.486318
dinoL518,1000,2.0,R2_cut,2,0.069624,0.939454,0.452441
dinoL518,1000,2.0,R2_cut,3,0.069959,1.003239,0.523138
dinoL518,1000,2.0,R2_cut,4,0.074492,0.987369,0.643422
dinoL518,1000,2.0,R2_cut,5,0.076083,1.008298,0.672737
dinoL518,1000,2.0,R2_cut,6,0.075657,1.027074,0.708922
dinoL518,1000,2.0,R2_cut,7,0.076806,1.074345,0.506637
dinoL518,1000,2.0,R2_cut,8,0.070231,0.957752,0.574392
dinoL518,1000,2.0,R2_cut,9,0.069414,1.005139,0.495297
dinoL518,1000,2.0,R2_cut,10,0.071796,1.005112,0.550785
dinoL518,1000,2.0,R2_cut,11,0.069767,0.990554,0.497819
dinoL518,1000,2.0,R2_cut,12,0.06925,0.93833,0.489599
dinoL518,1000,2.0,R2_cut,13,0.073479,0.993348,0.545607
dinoL518,1000,2.0,R2_cut,14,0.074333,1.004286,0.629772
dinoL518,1000,2.0,R2_cut,15,0.072859,1.022027,0.580984
dinoL518,1000,2.0,R2_cut,16,0.072899,0.999924,0.534339
dinoL518,1000,2.0,R2_cut,17,0.071619,1.042929,0.403767
dinoL518,1000,2.0,R2_cut,18,0.075852,1.040697,0.636844
dinoL518,1000,2.0,R2_cut,19,0.070952,1.026859,0.576728
dinoL518,1000,2.0,R3_render,0,0.070911,0.881234,0.515444
dinoL518,1000,2.0,R3_render,1,0.068477,0.850157,0.404193
dinoL518,1000,2.0,R3_render,2,0.066958,0.83549,0.398851
dinoL518,1000,2.0,R3_render,3,0.067581,0.864379,0.431602
dinoL518,1000,2.0,R3_render,4,0.073781,0.908574,0.606487
dinoL518,1000,2.0,R3_render,5,0.072348,0.903015,0.5776
dinoL518,1000,2.0,R3_render,6,0.073178,0.916128,0.649943
dinoL518,1000,2.0,R3_render,7,0.075499,0.951774,0.479543
dinoL518,1000,2.0,R3_render,8,0.068421,0.875562,0.498633
dinoL518,1000,2.0,R3_render,9,0.066624,0.87291,0.390695
dinoL518,1000,2.0,R3_render,10,0.069194,0.893522,0.478183
dinoL518,1000,2.0,R3_render,11,0.068228,0.856103,0.401305
dinoL518,1000,2.0,R3_render,12,0.068285,0.867547,0.51125
dinoL518,1000,2.0,R3_render,13,0.070882,0.895077,0.48051
dinoL518,1000,2.0,R3_render,14,0.073088,0.898166,0.582869
dinoL518,1000,2.0,R3_render,15,0.071095,0.893294,0.511979
dinoL518,1000,2.0,R3_render,16,0.070646,0.905177,0.485139
dinoL518,1000,2.0,R3_render,17,0.06803,0.877413,0.346679
dinoL518,1000,2.0,R3_render,18,0.074166,0.920833,0.616323
dinoL518,1000,2.0,R3_render,19,0.06935,0.873116,0.525198
dinoL518,1000,5.0,R2_cut,0,0.070448,1.024438,0.511645
dinoL518,1000,5.0,R2_cut,1,0.066827,0.977288,0.502894
dinoL518,1000,5.0,R2_cut,2,0.069372,0.943436,0.473609
dinoL518,1000,5.0,R2_cut,3,0.068846,1.009992,0.452223
dinoL518,1000,5.0,R2_cut,4,0.072813,0.98655,0.64032
dinoL518,1000,5.0,R2_cut,5,0.074315,1.018085,0.604624
dinoL518,1000,5.0,R2_cut,6,0.073884,1.034197,0.647837
dinoL518,1000,5.0,R2_cut,7,0.076205,1.069279,0.678991
dinoL518,1000,5.0,R2_cut,8,0.069372,0.962411,0.450537
dinoL518,1000,5.0,R2_cut,9,0.068317,1.022681,0.512738
dinoL518,1000,5.0,R2_cut,10,0.070101,1.009644,0.49118
dinoL518,1000,5.0,R2_cut,11,0.069334,0.976274,0.464038
dinoL518,1000,5.0,R2_cut,12,0.068491,0.929532,0.367202
dinoL518,1000,5.0,R2_cut,13,0.073022,1.002666,0.560885
dinoL518,1000,5.0,R2_cut,14,0.073914,1.008663,0.653549
dinoL518,1000,5.0,R2_cut,15,0.071856,1.037294,0.599569
dinoL518,1000,5.0,R2_cut,16,0.072627,1.007326,0.537363
dinoL518,1000,5.0,R2_cut,17,0.07126,1.048304,0.544164
dinoL518,1000,5.0,R2_cut,18,0.074677,1.041146,0.603148
dinoL518,1000,5.0,R2_cut,19,0.069774,1.037439,0.542542
dinoL518,1000,5.0,R3_render,0,0.069973,0.909074,0.448007
dinoL518,1000,5.0,R3_render,1,0.067843,0.880995,0.494471
dinoL518,1000,5.0,R3_render,2,0.067346,0.855857,0.452584
dinoL518,1000,5.0,R3_render,3,0.067423,0.88968,0.448646
dinoL518,1000,5.0,R3_render,4,0.073205,0.916899,0.652408
dinoL518,1000,5.0,R3_render,5,0.071655,0.934374,0.496168
dinoL518,1000,5.0,R3_render,6,0.072524,0.944658,0.618961
dinoL518,1000,5.0,R3_render,7,0.075937,0.969032,0.62399
dinoL518,1000,5.0,R3_render,8,0.068982,0.89695,0.47154
dinoL518,1000,5.0,R3_render,9,0.06628,0.922906,0.385952
dinoL518,1000,5.0,R3_render,10,0.068853,0.90204,0.497785
dinoL518,1000,5.0,R3_render,11,0.068238,0.8741,0.350357
dinoL518,1000,5.0,R3_render,12,0.068656,0.885021,0.447261
dinoL518,1000,5.0,R3_render,13,0.071308,0.929444,0.525094
dinoL518,1000,5.0,R3_render,14,0.073531,0.935184,0.559053
dinoL518,1000,5.0,R3_render,15,0.070759,0.922517,0.486963
dinoL518,1000,5.0,R3_render,16,0.071218,0.935518,0.543873
dinoL518,1000,5.0,R3_render,17,0.068613,0.908011,0.444116
dinoL518,1000,5.0,R3_render,18,0.073659,0.943771,0.623395
dinoL518,1000,5.0,R3_render,19,0.068831,0.900445,0.509476
dinoL518,1000,10.0,R2_cut,0,0.070707,1.004889,0.495844
dinoL518,1000,10.0,R2_cut,1,0.066875,0.955559,0.479521
dinoL518,1000,10.0,R2_cut,2,0.069979,0.935446,0.446341
dinoL518,1000,10.0,R2_cut,3,0.069306,0.988792,0.418712
dinoL518,1000,10.0,R2_cut,4,0.073475,0.975858,0.519895
dinoL518,1000,10.0,R2_cut,5,0.074152,1.006365,0.578572
dinoL518,1000,10.0,R2_cut,6,0.074299,1.020523,0.665722
dinoL518,1000,10.0,R2_cut,7,0.076529,1.045468,0.665493
dinoL518,1000,10.0,R2_cut,8,0.069762,0.941809,0.430604
dinoL518,1000,10.0,R2_cut,9,0.068436,0.998019,0.485795
dinoL518,1000,10.0,R2_cut,10,0.070144,0.988595,0.395387
dinoL518,1000,10.0,R2_cut,11,0.07038,0.965431,0.498068
dinoL518,1000,10.0,R2_cut,12,0.068936,0.918995,0.458874
dinoL518,1000,10.0,R2_cut,13,0.073286,0.988105,0.458824
dinoL518,1000,10.0,R2_cut,14,0.074262,0.988496,0.637434
dinoL518,1000,10.0,R2_cut,15,0.071911,1.015055,0.592546
dinoL518,1000,10.0,R2_cut,16,0.072929,0.987657,0.473326
dinoL518,1000,10.0,R2_cut,17,0.071817,1.03075,0.396313
dinoL518,1000,10.0,R2_cut,18,0.074718,1.024039,0.499158
dinoL518,1000,10.0,R2_cut,19,0.069906,1.011289,0.559432
dinoL518,1000,10.0,R3_render,0,0.070426,0.90244,0.484199
dinoL518,1000,10.0,R3_render,1,0.068199,0.875637,0.467926
dinoL518,1000,10.0,R3_render,2,0.068384,0.840964,0.428713
dinoL518,1000,10.0,R3_render,3,0.068076,0.872999,0.435273
dinoL518,1000,10.0,R3_render,4,0.074556,0.902332,0.434324
dinoL518,1000,10.0,R3_render,5,0.072103,0.93422,0.535704
dinoL518,1000,10.0,R3_render,6,0.073305,0.935099,0.643068
dinoL518,1000,10.0,R3_render,7,0.076739,0.951162,0.614714
dinoL518,1000,10.0,R3_render,8,0.070277,0.877444,0.481761
dinoL518,1000,10.0,R3_render,9,0.066618,0.910882,0.416179
dinoL518,1000,10.0,R3_render,10,0.069847,0.882529,0.374079
dinoL518,1000,10.0,R3_render,11,0.069555,0.874552,0.473439
dinoL518,1000,10.0,R3_render,12,0.069462,0.874095,0.502257
dinoL518,1000,10.0,R3_render,13,0.071826,0.921523,0.437307
dinoL518,1000,10.0,R3_render,14,0.074094,0.932062,0.573186
dinoL518,1000,10.0,R3_render,15,0.07138,0.911046,0.505802
dinoL518,1000,10.0,R3_render,16,0.072048,0.926883,0.468429
dinoL518,1000,10.0,R3_render,17,0.069511,0.895949,0.383691
dinoL518,1000,10.0,R3_render,18,0.074158,0.936478,0.589901
dinoL518,1000,10.0,R3_render,19,0.069182,0.890606,0.516662
dinoL518,1000,20.0,R2_cut,0,0.069321,1.009974,0.488242
dinoL518,1000,20.0,R2_cut,1,0.065633,0.96224,0.402459
dinoL518,1000,20.0,R2_cut,2,0.068832,0.935166,0.476144
dinoL518,1000,20.0,R2_cut,3,0.067988,0.995053,0.456526
dinoL518,1000,20.0,R2_cut,4,0.071826,0.974066,0.519443
dinoL518,1000,20.0,R2_cut,5,0.072847,1.005654,0.659414
dinoL518,1000,20.0,R2_cut,6,0.072639,1.021662,0.58497
dinoL518,1000,20.0,R2_cut,7,0.075366,1.05181,0.569335
dinoL518,1000,20.0,R2_cut,8,0.068599,0.946419,0.401642
dinoL518,1000,20.0,R2_cut,9,0.067607,1.004967,0.476493
dinoL518,1000,20.0,R2_cut,10,0.068975,0.992207,0.454764
dinoL518,1000,20.0,R2_cut,11,0.069006,0.966031,0.453022
dinoL518,1000,20.0,R2_cut,12,0.06772,0.919653,0.474355
dinoL518,1000,20.0,R2_cut,13,0.072118,0.989351,0.436085
dinoL518,1000,20.0,R2_cut,14,0.07289,0.985683,0.563056
dinoL518,1000,20.0,R2_cut,15,0.070864,1.020136,0.534563
dinoL518,1000,20.0,R2_cut,16,0.071384,0.984548,0.47211
dinoL518,1000,20.0,R2_cut,17,0.070838,1.038137,0.461134
dinoL518,1000,20.0,R2_cut,18,0.073348,1.022026,0.512621
dinoL518,1000,20.0,R2_cut,19,0.06898,1.02137,0.518739
dinoL518,1000,20.0,R3_render,0,0.068677,0.899491,0.424443
dinoL518,1000,20.0,R3_render,1,0.066574,0.875078,0.412098
dinoL518,1000,20.0,R3_render,2,0.06695,0.832283,0.467527
dinoL518,1000,20.0,R3_render,3,0.06662,0.871031,0.395439
dinoL518,1000,20.0,R3_render,4,0.072731,0.892503,0.51111
dinoL518,1000,20.0,R3_render,5,0.070664,0.930869,0.600336
dinoL518,1000,20.0,R3_render,6,0.071417,0.926453,0.584188
dinoL518,1000,20.0,R3_render,7,0.075295,0.946064,0.516723
dinoL518,1000,20.0,R3_render,8,0.068782,0.874939,0.412017
dinoL518,1000,20.0,R3_render,9,0.065428,0.913833,0.428193
dinoL518,1000,20.0,R3_render,10,0.068507,0.875965,0.483252
dinoL518,1000,20.0,R3_render,11,0.067771,0.866914,0.400334
