tag,B,alpha,repr,draw,norm_dmean,d_insample,d_heldout
dinoL518,4447,20.0,R3_render,10,0.0,0.0,-0.315382
dinoL518,4447,20.0,R3_render,11,0.0,0.0,-0.332891
dinoL518,4447,20.0,R3_render,12,0.0,0.0,-0.370905
dinoL518,4447,20.0,R3_render,13,0.0,0.0,-0.360698
dinoL518,4447,20.0,R3_render,14,0.0,-0.0,-0.275048
dinoL518,4447,20.0,R3_render,15,0.0,0.0,-0.347007
dinoL518,4447,20.0,R3_render,16,0.0,0.0,-0.26188
dinoL518,4447,20.0,R3_render,17,0.0,0.0,-0.358119
dinoL518,4447,20.0,R3_render,18,0.0,0.0,-0.381257
dinoL518,4447,20.0,R3_render,19,0.0,0.0,-0.337344
dinoL518,4447,40.0,R2_cut,0,0.0,0.0,-0.31845
dinoL518,4447,40.0,R2_cut,1,0.0,-0.0,-0.346447
dinoL518,4447,40.0,R2_cut,2,0.0,0.0,-0.345912
dinoL518,4447,40.0,R2_cut,3,0.0,0.0,-0.344863
dinoL518,4447,40.0,R2_cut,4,0.0,0.0,-0.366076
dinoL518,4447,40.0,R2_cut,5,0.0,-0.0,-0.348524
dinoL518,4447,40.0,R2_cut,6,0.0,0.0,-0.365818
dinoL518,4447,40.0,R2_cut,7,0.0,0.0,-0.333909
dinoL518,4447,40.0,R2_cut,8,0.0,0.0,-0.3717
dinoL518,4447,40.0,R2_cut,9,0.0,0.0,-0.321176
dinoL518,4447,40.0,R2_cut,10,0.0,0.0,-0.343972
dinoL518,4447,40.0,R2_cut,11,0.0,0.0,-0.338056
dinoL518,4447,40.0,R2_cut,12,0.0,0.0,-0.352225
dinoL518,4447,40.0,R2_cut,13,0.0,0.0,-0.354301
dinoL518,4447,40.0,R2_cut,14,0.0,0.0,-0.350735
dinoL518,4447,40.0,R2_cut,15,0.0,0.0,-0.35852
dinoL518,4447,40.0,R2_cut,16,0.0,0.0,-0.320963
dinoL518,4447,40.0,R2_cut,17,0.0,0.0,-0.338342
dinoL518,4447,40.0,R2_cut,18,0.0,0.0,-0.384187
dinoL518,4447,40.0,R2_cut,19,0.0,0.0,-0.341484
dinoL518,4447,40.0,R3_render,0,0.0,0.0,-0.329708
dinoL518,4447,40.0,R3_render,1,0.0,0.0,-0.306917
dinoL518,4447,40.0,R3_render,2,0.0,-0.0,-0.300805
dinoL518,4447,40.0,R3_render,3,0.0,0.0,-0.30528
dinoL518,4447,40.0,R3_render,4,0.0,0.0,-0.357972
dinoL518,4447,40.0,R3_render,5,0.0,0.0,-0.339311
dinoL518,4447,40.0,R3_render,6,0.0,0.0,-0.350524
dinoL518,4447,40.0,R3_render,7,0.0,0.0,-0.340445
dinoL518,4447,40.0,R3_render,8,0.0,0.0,-0.357148
dinoL518,4447,40.0,R3_render,9,0.0,0.0,-0.319888
dinoL518,4447,40.0,R3_render,10,0.0,0.0,-0.315382
dinoL518,4447,40.0,R3_render,11,0.0,0.0,-0.332891
dinoL518,4447,40.0,R3_render,12,0.0,0.0,-0.370905
dinoL518,4447,40.0,R3_render,13,0.0,0.0,-0.360698
dinoL518,4447,40.0,R3_render,14,0.0,-0.0,-0.275048
dinoL518,4447,40.0,R3_render,15,0.0,0.0,-0.347007
dinoL518,4447,40.0,R3_render,16,0.0,0.0,-0.26188
dinoL518,4447,40.0,R3_render,17,0.0,0.0,-0.358119
dinoL518,4447,40.0,R3_render,18,0.0,0.0,-0.381257
dinoL518,4447,40.0,R3_render,19,0.0,0.0,-0.337344
dinoL224,250,0.02,R2_cut,0,0.306219,1.591531,1.331268
dinoL224,250,0.02,R2_cut,1,0.301932,1.581522,1.444231
dinoL224,250,0.02,R2_cut,2,0.30117,1.527189,1.279775
dinoL224,250,0.02,R2_cut,3,0.305359,1.53315,1.486134
dinoL224,250,0.02,R2_cut,4,0.30534,1.560073,1.459214
dinoL224,250,0.02,R2_cut,5,0.314026,1.621019,1.610675
dinoL224,250,0.02,R2_cut,6,0.296635,1.501144,1.311356
dinoL224,250,0.02,R2_cut,7,0.308999,1.599922,1.469871
dinoL224,250,0.02,R2_cut,8,0.308964,1.616364,1.446927
dinoL224,250,0.02,R2_cut,9,0.306954,1.587673,1.327033
dinoL224,250,0.02,R2_cut,10,0.308438,1.646511,1.650048
dinoL224,250,0.02,R2_cut,11,0.299415,1.513817,1.313223
dinoL224,250,0.02,R2_cut,12,0.298662,1.517147,1.395451
dinoL224,250,0.02,R2_cut,13,0.307843,1.624833,1.828122
dinoL224,250,0.02,R2_cut,14,0.315181,1.686924,1.448331
dinoL224,250,0.02,R2_cut,15,0.311809,1.649113,1.57769
dinoL224,250,0.02,R2_cut,16,0.303912,1.586777,1.35954
dinoL224,250,0.02,R2_cut,17,0.30243,1.546356,1.457554
dinoL224,250,0.02,R2_cut,18,0.299918,1.538293,1.410687
dinoL224,250,0.02,R2_cut,19,0.309886,1.581289,1.556134
dinoL224,250,0.02,R3_render,0,0.292272,1.480396,1.270709
dinoL224,250,0.02,R3_render,1,0.284838,1.463277,1.365516
dinoL224,250,0.02,R3_render,2,0.282101,1.388018,1.161328
dinoL224,250,0.02,R3_render,3,0.290084,1.401793,1.357309
dinoL224,250,0.02,R3_render,4,0.286014,1.41661,1.378453
dinoL224,250,0.02,R3_render,5,0.294931,1.465848,1.42897
dinoL224,250,0.02,R3_render,6,0.28391,1.404197,1.2035
dinoL224,250,0.02,R3_render,7,0.292083,1.455303,1.315781
dinoL224,250,0.02,R3_render,8,0.288778,1.442999,1.305663
dinoL224,250,0.02,R3_render,9,0.289564,1.429829,1.192768
dinoL224,250,0.02,R3_render,10,0.291316,1.49633,1.469965
dinoL224,250,0.02,R3_render,11,0.282895,1.372,1.17807
dinoL224,250,0.02,R3_render,12,0.277742,1.36814,1.223373
dinoL224,250,0.02,R3_render,13,0.289278,1.483422,1.585399
dinoL224,250,0.02,R3_render,14,0.303944,1.544299,1.325198
dinoL224,250,0.02,R3_render,15,0.297312,1.49651,1.358483
dinoL224,250,0.02,R3_render,16,0.281844,1.41298,1.120068
dinoL224,250,0.02,R3_render,17,0.284204,1.405431,1.291032
dinoL224,250,0.02,R3_render,18,0.281669,1.374722,1.233176
dinoL224,250,0.02,R3_render,19,0.290711,1.419473,1.33895
dinoL224,250,0.05,R2_cut,0,0.306219,1.591531,1.331268
dinoL224,250,0.05,R2_cut,1,0.301932,1.581522,1.444231
dinoL224,250,0.05,R2_cut,2,0.30117,1.527189,1.279775
dinoL224,250,0.05,R2_cut,3,0.305359,1.53315,1.486134
dinoL224,250,0.05,R2_cut,4,0.30534,1.560073,1.459214
dinoL224,250,0.05,R2_cut,5,0.314026,1.621019,1.610675
dinoL224,250,0.05,R2_cut,6,0.296635,1.501144,1.311356
dinoL224,250,0.05,R2_cut,7,0.308999,1.599922,1.469871
dinoL224,250,0.05,R2_cut,8,0.308964,1.616364,1.446927
dinoL224,250,0.05,R2_cut,9,0.306954,1.587673,1.327033
dinoL224,250,0.05,R2_cut,10,0.308438,1.646511,1.650048
dinoL224,250,0.05,R2_cut,11,0.299415,1.513817,1.313223
dinoL224,250,0.05,R2_cut,12,0.298662,1.517147,1.395451
dinoL224,250,0.05,R2_cut,13,0.307843,1.624833,1.828122
dinoL224,250,0.05,R2_cut,14,0.315181,1.686924,1.448331
dinoL224,250,0.05,R2_cut,15,0.311809,1.649113,1.57769
dinoL224,250,0.05,R2_cut,16,0.303912,1.586777,1.35954
dinoL224,250,0.05,R2_cut,17,0.30243,1.546356,1.457554
dinoL224,250,0.05,R2_cut,18,0.299918,1.538293,1.410687
dinoL224,250,0.05,R2_cut,19,0.309886,1.581289,1.556134
dinoL224,250,0.05,R3_render,0,0.292272,1.480396,1.270709
dinoL224,250,0.05,R3_render,1,0.284838,1.463277,1.365516
dinoL224,250,0.05,R3_render,2,0.282101,1.388018,1.161328
dinoL224,250,0.05,R3_render,3,0.290084,1.401793,1.357309
dinoL224,250,0.05,R3_render,4,0.286014,1.41661,1.378453
dinoL224,250,0.05,R3_render,5,0.294931,1.465848,1.42897
dinoL224,250,0.05,R3_render,6,0.28391,1.404197,1.2035
dinoL224,250,0.05,R3_render,7,0.292083,1.455303,1.315781
dinoL224,250,0.05,R3_render,8,0.288778,1.442999,1.305663
dinoL224,250,0.05,R3_render,9,0.289564,1.429829,1.192768
dinoL224,250,0.05,R3_render,10,0.291316,1.49633,1.469965
dinoL224,250,0.05,R3_render,11,0.282895,1.372,1.17807
dinoL224,250,0.05,R3_render,12,0.277742,1.36814,1.223373
dinoL224,250,0.05,R3_render,13,0.289278,1.483422,1.585399
dinoL224,250,0.05,R3_render,14,0.303944,1.544299,1.325198
dinoL224,250,0.05,R3_render,15,0.297312,1.49651,1.358483
dinoL224,250,0.05,R3_render,16,0.281844,1.41298,1.120068
dinoL224,250,0.05,R3_render,17,0.284204,1.405431,1.291032
dinoL224,250,0.05,R3_render,18,0.281669,1.374722,1.233176
dinoL224,250,0.05,R3_render,19,0.290711,1.419473,1.33895
dinoL224,250,0.1,R2_cut,0,0.306219,1.591531,1.331268
dinoL224,250,0.1,R2_cut,1,0.301932,1.581522,1.444231
dinoL224,250,0.1,R2_cut,2,0.30117,1.527189,1.279775
dinoL224,250,0.1,R2_cut,3,0.305359,1.53315,1.486134
dinoL224,250,0.1,R2_cut,4,0.30534,1.560073,1.459214
dinoL224,250,0.1,R2_cut,5,0.314026,1.621019,1.610675
dinoL224,250,0.1,R2_cut,6,0.296635,1.501144,1.311356
dinoL224,250,0.1,R2_cut,7,0.308999,1.599922,1.469871
dinoL224,250,0.1,R2_cut,8,0.308964,1.616364,1.446927
dinoL224,250,0.1,R2_cut,9,0.306954,1.587673,1.327033
dinoL224,250,0.1,R2_cut,10,0.308438,1.646511,1.650048
dinoL224,250,0.1,R2_cut,11,0.299415,1.513817,1.313223
dinoL224,250,0.1,R2_cut,12,0.298662,1.517147,1.395451
dinoL224,250,0.1,R2_cut,13,0.307843,1.624833,1.828122
dinoL224,250,0.1,R2_cut,14,0.315181,1.686924,1.448331
dinoL224,250,0.1,R2_cut,15,0.311809,1.649113,1.57769
dinoL224,250,0.1,R2_cut,16,0.303912,1.586777,1.35954
dinoL224,250,0.1,R2_cut,17,0.30243,1.546356,1.457554
dinoL224,250,0.1,R2_cut,18,0.299918,1.538293,1.410687
dinoL224,250,0.1,R2_cut,19,0.309886,1.581289,1.556134
dinoL224,250,0.1,R3_render,0,0.292272,1.480396,1.270709
dinoL224,250,0.1,R3_render,1,0.284838,1.463277,1.365516
dinoL224,250,0.1,R3_render,2,0.282101,1.388018,1.161328
dinoL224,250,0.1,R3_render,3,0.290084,1.401793,1.357309
dinoL224,250,0.1,R3_render,4,0.286014,1.41661,1.378453
dinoL224,250,0.1,R3_render,5,0.294931,1.465848,1.42897
dinoL224,250,0.1,R3_render,6,0.28391,1.404197,1.2035
dinoL224,250,0.1,R3_render,7,0.292083,1.455303,1.315781
dinoL224,250,0.1,R3_render,8,0.288778,1.442999,1.305663
dinoL224,250,0.1,R3_render,9,0.289564,1.429829,1.192768
dinoL224,250,0.1,R3_render,10,0.291316,1.49633,1.469965
dinoL224,250,0.1,R3_render,11,0.282895,1.372,1.17807
dinoL224,250,0.1,R3_render,12,0.277742,1.36814,1.223373
dinoL224,250,0.1,R3_render,13,0.289278,1.483422,1.585399
dinoL224,250,0.1,R3_render,14,0.303944,1.544299,1.325198
dinoL224,250,0.1,R3_render,15,0.297312,1.49651,1.358483
dinoL224,250,0.1,R3_render,16,0.281844,1.41298,1.120068
dinoL224,250,0.1,R3_render,17,0.284204,1.405431,1.291032
dinoL224,250,0.1,R3_render,18,0.281669,1.374722,1.233176
dinoL224,250,0.1,R3_render,19,0.290711,1.419473,1.33895
dinoL224,250,0.2,R2_cut,0,0.305104,1.579717,1.279736
dinoL224,250,0.2,R2_cut,1,0.300918,1.570819,1.329793
dinoL224,250,0.2,R2_cut,2,0.300066,1.516017,1.288855
dinoL224,250,0.2,R2_cut,3,0.304078,1.519363,1.526938
dinoL224,250,0.2,R2_cut,4,0.304244,1.548577,1.313639
dinoL224,250,0.2,R2_cut,5,0.31267,1.605254,1.560012
dinoL224,250,0.2,R2_cut,6,0.295501,1.489093,1.374871
dinoL224,250,0.2,R2_cut,7,0.307826,1.586833,1.588805
dinoL224,250,0.2,R2_cut,8,0.30781,1.603525,1.433581
dinoL224,250,0.2,R2_cut,9,0.305883,1.57653,1.424498
dinoL224,250,0.2,R2_cut,10,0.307381,1.634445,1.571141
dinoL224,250,0.2,R2_cut,11,0.298401,1.50365,1.215241
dinoL224,250,0.2,R2_cut,12,0.297253,1.501599,1.49667
dinoL224,250,0.2,R2_cut,13,0.306668,1.611558,1.716407
dinoL224,250,0.2,R2_cut,14,0.313834,1.669587,1.478673
dinoL224,250,0.2,R2_cut,15,0.310726,1.636792,1.417816
dinoL224,250,0.2,R2_cut,16,0.30284,1.574984,1.399526
dinoL224,250,0.2,R2_cut,17,0.301379,1.535675,1.417621
dinoL224,250,0.2,R2_cut,18,0.298629,1.524293,1.341699
dinoL224,250,0.2,R2_cut,19,0.308707,1.568704,1.698805
dinoL224,250,0.2,R3_render,0,0.291631,1.475539,1.255228
dinoL224,250,0.2,R3_render,1,0.284154,1.45745,1.234882
dinoL224,250,0.2,R3_render,2,0.281426,1.382909,1.145292
dinoL224,250,0.2,R3_render,3,0.289312,1.39576,1.464202
dinoL224,250,0.2,R3_render,4,0.285304,1.411131,1.222044
dinoL224,250,0.2,R3_render,5,0.294161,1.459615,1.441166
dinoL224,250,0.2,R3_render,6,0.283189,1.398384,1.265599
dinoL224,250,0.2,R3_render,7,0.291259,1.447856,1.451318
dinoL224,250,0.2,R3_render,8,0.288038,1.436919,1.320995
dinoL224,250,0.2,R3_render,9,0.28887,1.424612,1.288338
dinoL224,250,0.2,R3_render,10,0.290652,1.49094,1.364045
dinoL224,250,0.2,R3_render,11,0.282307,1.368224,1.087435
dinoL224,250,0.2,R3_render,12,0.276736,1.359004,1.221719
dinoL224,250,0.2,R3_render,13,0.288548,1.477191,1.502366
dinoL224,250,0.2,R3_render,14,0.303026,1.535181,1.368788
dinoL224,250,0.2,R3_render,15,0.296503,1.489215,1.29378
dinoL224,250,0.2,R3_render,16,0.281167,1.407716,1.2203
dinoL224,250,0.2,R3_render,17,0.283587,1.401096,1.28879
dinoL224,250,0.2,R3_render,18,0.280768,1.367031,1.192011
dinoL224,250,0.2,R3_render,19,0.289872,1.412358,1.450936
dinoL224,250,0.5,R2_cut,0,0.269095,1.26626,1.155077
dinoL224,250,0.5,R2_cut,1,0.263479,1.238388,0.979566
dinoL224,250,0.5,R2_cut,2,0.263784,1.221961,1.024253
dinoL224,250,0.5,R2_cut,3,0.266371,1.210378,1.313355
dinoL224,250,0.5,R2_cut,4,0.268014,1.243748,1.225952
dinoL224,250,0.5,R2_cut,5,0.272874,1.255395,1.331524
dinoL224,250,0.5,R2_cut,6,0.263176,1.228366,0.959318
dinoL224,250,0.5,R2_cut,7,0.273576,1.299868,1.25544
dinoL224,250,0.5,R2_cut,8,0.2685,1.252931,1.021303
dinoL224,250,0.5,R2_cut,9,0.270732,1.280467,1.260159
dinoL224,250,0.5,R2_cut,10,0.27364,1.332925,1.261341
dinoL224,250,0.5,R2_cut,11,0.263165,1.218676,1.035255
dinoL224,250,0.5,R2_cut,12,0.261777,1.211884,1.041649
dinoL224,250,0.5,R2_cut,13,0.267168,1.256905,1.334096
dinoL224,250,0.5,R2_cut,14,0.273879,1.289933,1.059752
dinoL224,250,0.5,R2_cut,15,0.272445,1.288257,1.168606
dinoL224,250,0.5,R2_cut,16,0.267115,1.267202,0.993974
dinoL224,250,0.5,R2_cut,17,0.266415,1.245816,1.194977
dinoL224,250,0.5,R2_cut,18,0.26195,1.219328,0.995339
dinoL224,250,0.5,R2_cut,19,0.272336,1.261998,1.094983
dinoL224,250,0.5,R3_render,0,0.259929,1.252233,1.136846
dinoL224,250,0.5,R3_render,1,0.252539,1.225714,0.967793
dinoL224,250,0.5,R3_render,2,0.249874,1.178709,0.951261
dinoL224,250,0.5,R3_render,3,0.256017,1.177145,1.2483
dinoL224,250,0.5,R3_render,4,0.253448,1.196737,1.171656
dinoL224,250,0.5,R3_render,5,0.262058,1.238696,1.262691
dinoL224,250,0.5,R3_render,6,0.253386,1.206289,0.964536
dinoL224,250,0.5,R3_render,7,0.258922,1.229036,1.185968
dinoL224,250,0.5,R3_render,8,0.255064,1.205034,1.004258
dinoL224,250,0.5,R3_render,9,0.257705,1.221862,1.192178
dinoL224,250,0.5,R3_render,10,0.260583,1.279,1.241634
dinoL224,250,0.5,R3_render,11,0.25215,1.174973,0.963954
dinoL224,250,0.5,R3_render,12,0.246445,1.165166,0.951684
dinoL224,250,0.5,R3_render,13,0.252975,1.210558,1.235609
dinoL224,250,0.5,R3_render,14,0.26739,1.264812,0.996493
dinoL224,250,0.5,R3_render,15,0.261495,1.235773,1.112207
dinoL224,250,0.5,R3_render,16,0.251366,1.209934,0.913219
dinoL224,250,0.5,R3_render,17,0.252071,1.190897,1.114764
dinoL224,250,0.5,R3_render,18,0.249415,1.165535,0.978503
dinoL224,250,0.5,R3_render,19,0.257256,1.193823,0.997249
dinoL224,250,1.0,R2_cut,0,0.182977,1.44514,1.024573
dinoL224,250,1.0,R2_cut,1,0.172879,1.350335,0.839678
dinoL224,250,1.0,R2_cut,2,0.177505,1.395057,1.159335
dinoL224,250,1.0,R2_cut,3,0.177418,1.325324,1.256437
dinoL224,250,1.0,R2_cut,4,0.182681,1.422365,1.189951
dinoL224,250,1.0,R2_cut,5,0.181815,1.339135,1.218663
dinoL224,250,1.0,R2_cut,6,0.180311,1.448249,0.986956
dinoL224,250,1.0,R2_cut,7,0.185254,1.458213,1.204279
dinoL224,250,1.0,R2_cut,8,0.178066,1.350852,0.937942
dinoL224,250,1.0,R2_cut,9,0.185423,1.486248,1.210229
dinoL224,250,1.0,R2_cut,10,0.185804,1.516341,1.028247
dinoL224,250,1.0,R2_cut,11,0.176683,1.381459,0.903538
dinoL224,250,1.0,R2_cut,12,0.177867,1.408065,1.108912
dinoL224,250,1.0,R2_cut,13,0.178708,1.39719,1.261887
dinoL224,250,1.0,R2_cut,14,0.181003,1.35838,0.951445
dinoL224,250,1.0,R2_cut,15,0.180801,1.386262,1.116157
dinoL224,250,1.0,R2_cut,16,0.183291,1.496621,1.200848
dinoL224,250,1.0,R2_cut,17,0.176865,1.369182,0.850935
dinoL224,250,1.0,R2_cut,18,0.177932,1.423886,0.993193
dinoL224,250,1.0,R2_cut,19,0.185185,1.428504,1.038024
dinoL224,250,1.0,R3_render,0,0.180458,1.384797,1.030844
dinoL224,250,1.0,R3_render,1,0.16816,1.294267,0.820229
dinoL224,250,1.0,R3_render,2,0.171069,1.320713,1.068582
dinoL224,250,1.0,R3_render,3,0.174466,1.231216,1.150762
dinoL224,250,1.0,R3_render,4,0.173823,1.298706,1.059958
dinoL224,250,1.0,R3_render,5,0.180461,1.320961,1.184627
dinoL224,250,1.0,R3_render,6,0.17541,1.33648,0.9755
dinoL224,250,1.0,R3_render,7,0.175665,1.296127,0.96648
dinoL224,250,1.0,R3_render,8,0.170898,1.255667,0.890548
dinoL224,250,1.0,R3_render,9,0.176953,1.333085,1.045421
dinoL224,250,1.0,R3_render,10,0.178491,1.394074,1.022646
dinoL224,250,1.0,R3_render,11,0.173448,1.293347,0.865471
dinoL224,250,1.0,R3_render,12,0.170528,1.326466,0.826809
dinoL224,250,1.0,R3_render,13,0.172023,1.308528,1.197014
dinoL224,250,1.0,R3_render,14,0.181353,1.271253,0.974917
dinoL224,250,1.0,R3_render,15,0.17544,1.262273,0.990997
dinoL224,250,1.0,R3_render,16,0.17434,1.396335,1.001688
dinoL224,250,1.0,R3_render,17,0.169334,1.254125,0.77689
dinoL224,250,1.0,R3_render,18,0.171918,1.29445,0.894715
dinoL224,250,1.0,R3_render,19,0.176256,1.272574,0.868221
dinoL224,250,2.0,R2_cut,0,0.153991,2.042754,1.494332
dinoL224,250,2.0,R2_cut,1,0.14388,1.868587,1.065349
dinoL224,250,2.0,R2_cut,2,0.149941,2.01584,1.408254
dinoL224,250,2.0,R2_cut,3,0.14686,1.928893,1.29318
dinoL224,250,2.0,R2_cut,4,0.152463,1.993937,1.231873
dinoL224,250,2.0,R2_cut,5,0.1502,1.918187,1.253637
dinoL224,250,2.0,R2_cut,6,0.150221,2.003352,1.188346
dinoL224,250,2.0,R2_cut,7,0.154248,2.010504,1.155733
dinoL224,250,2.0,R2_cut,8,0.147789,1.92694,1.308165
dinoL224,250,2.0,R2_cut,9,0.153968,2.027331,1.337738
dinoL224,250,2.0,R2_cut,10,0.155466,2.027127,1.265012
dinoL224,250,2.0,R2_cut,11,0.148461,1.98472,0.775841
dinoL224,250,2.0,R2_cut,12,0.150247,1.946242,1.235539
dinoL224,250,2.0,R2_cut,13,0.150035,1.938067,1.171295
dinoL224,250,2.0,R2_cut,14,0.148033,1.862137,1.228434
dinoL224,250,2.0,R2_cut,15,0.148275,1.991549,1.228743
dinoL224,250,2.0,R2_cut,16,0.153792,2.054757,1.251815
dinoL224,250,2.0,R2_cut,17,0.144208,1.865682,1.124826
dinoL224,250,2.0,R2_cut,18,0.153365,2.032482,1.144522
dinoL224,250,2.0,R2_cut,19,0.154553,2.082226,1.488348
dinoL224,250,2.0,R3_render,0,0.150386,1.828379,1.301368
dinoL224,250,2.0,R3_render,1,0.139259,1.708149,1.040417
dinoL224,250,2.0,R3_render,2,0.141641,1.821433,1.256025
dinoL224,250,2.0,R3_render,3,0.144712,1.6093,1.062264
dinoL224,250,2.0,R3_render,4,0.143475,1.659362,0.832559
dinoL224,250,2.0,R3_render,5,0.14903,1.721561,1.056214
dinoL224,250,2.0,R3_render,6,0.145832,1.718006,0.908495
dinoL224,250,2.0,R3_render,7,0.143355,1.676669,0.995597
dinoL224,250,2.0,R3_render,8,0.141119,1.717563,1.121823
dinoL224,250,2.0,R3_render,9,0.145659,1.759287,1.15971
dinoL224,250,2.0,R3_render,10,0.148449,1.842683,1.210138
dinoL224,250,2.0,R3_render,11,0.146997,1.787779,0.787138
dinoL224,250,2.0,R3_render,12,0.14484,1.719608,0.826404
dinoL224,250,2.0,R3_render,13,0.144358,1.688832,1.192506
dinoL224,250,2.0,R3_render,14,0.147861,1.584714,0.890945
dinoL224,250,2.0,R3_render,15,0.141688,1.667102,1.022138
dinoL224,250,2.0,R3_render,16,0.146731,1.91865,1.171167
dinoL224,250,2.0,R3_render,17,0.137087,1.638076,0.907759
dinoL224,250,2.0,R3_render,18,0.145875,1.778056,0.97085
dinoL224,250,2.0,R3_render,19,0.144811,1.677477,1.06254
dinoL224,250,5.0,R2_cut,0,0.150918,2.018979,1.194419
dinoL224,250,5.0,R2_cut,1,0.140194,1.829902,1.055276
dinoL224,250,5.0,R2_cut,2,0.146592,1.998972,1.404866
dinoL224,250,5.0,R2_cut,3,0.144386,1.940435,1.403155
dinoL224,250,5.0,R2_cut,4,0.148892,1.945471,1.229121
dinoL224,250,5.0,R2_cut,5,0.146965,1.933813,1.332023
dinoL224,250,5.0,R2_cut,6,0.145223,1.95478,1.061065
dinoL224,250,5.0,R2_cut,7,0.14867,1.947184,1.002807
dinoL224,250,5.0,R2_cut,8,0.145681,1.937674,1.110937
dinoL224,250,5.0,R2_cut,9,0.149305,1.93989,1.477368
dinoL224,250,5.0,R2_cut,10,0.151931,2.021075,1.234436
dinoL224,250,5.0,R2_cut,11,0.145992,1.98851,1.126056
dinoL224,250,5.0,R2_cut,12,0.147431,1.913988,1.225591
dinoL224,250,5.0,R2_cut,13,0.146433,1.891772,0.830959
dinoL224,250,5.0,R2_cut,14,0.145334,1.866802,1.154663
dinoL224,250,5.0,R2_cut,15,0.143731,1.968947,1.068122
dinoL224,250,5.0,R2_cut,16,0.150459,2.023852,1.204261
dinoL224,250,5.0,R2_cut,17,0.139503,1.816332,0.978804
dinoL224,250,5.0,R2_cut,18,0.150564,2.02574,1.328017
dinoL224,250,5.0,R2_cut,19,0.150882,2.042049,1.346797
dinoL224,250,5.0,R3_render,0,0.150383,1.866186,1.237812
dinoL224,250,5.0,R3_render,1,0.138376,1.690555,0.929184
dinoL224,250,5.0,R3_render,2,0.140438,1.839431,1.196048
dinoL224,250,5.0,R3_render,3,0.144014,1.652576,1.227294
dinoL224,250,5.0,R3_render,4,0.142184,1.659587,0.938874
dinoL224,250,5.0,R3_render,5,0.147261,1.757024,1.124713
dinoL224,250,5.0,R3_render,6,0.144301,1.739305,1.025947
dinoL224,250,5.0,R3_render,7,0.140353,1.668329,0.809779
dinoL224,250,5.0,R3_render,8,0.140756,1.756619,1.072935
dinoL224,250,5.0,R3_render,9,0.143113,1.732529,1.25807
dinoL224,250,5.0,R3_render,10,0.147348,1.846675,1.16197
dinoL224,250,5.0,R3_render,11,0.14761,1.836734,0.934396
dinoL224,250,5.0,R3_render,12,0.144356,1.712374,0.742203
dinoL224,250,5.0,R3_render,13,0.14381,1.706145,0.904663
dinoL224,250,5.0,R3_render,14,0.145896,1.611961,0.876883
dinoL224,250,5.0,R3_render,15,0.139679,1.695373,0.908165
dinoL224,250,5.0,R3_render,16,0.145417,1.902232,0.994864
dinoL224,250,5.0,R3_render,17,0.135423,1.646919,0.887991
dinoL224,250,5.0,R3_render,18,0.144597,1.796357,1.203717
dinoL224,250,5.0,R3_render,19,0.143009,1.696828,0.848801
dinoL224,250,10.0,R2_cut,0,0.152298,2.014395,1.233265
dinoL224,250,10.0,R2_cut,1,0.141805,1.832067,1.082726
dinoL224,250,10.0,R2_cut,2,0.148796,2.003512,1.344165
dinoL224,250,10.0,R2_cut,3,0.144672,1.881553,1.317809
dinoL224,250,10.0,R2_cut,4,0.14962,1.908358,0.896923
dinoL224,250,10.0,R2_cut,5,0.147211,1.903083,1.014096
dinoL224,250,10.0,R2_cut,6,0.14558,1.914158,0.915545
dinoL224,250,10.0,R2_cut,7,0.149979,1.929419,1.222371
dinoL224,250,10.0,R2_cut,8,0.147502,1.922682,1.275054
dinoL224,250,10.0,R2_cut,9,0.150074,1.889553,1.257324
dinoL224,250,10.0,R2_cut,10,0.15191,1.984072,1.353545
dinoL224,250,10.0,R2_cut,11,0.14695,1.975687,1.155129
dinoL224,250,10.0,R2_cut,12,0.148121,1.896638,1.421039
dinoL224,250,10.0,R2_cut,13,0.14759,1.874832,0.934201
dinoL224,250,10.0,R2_cut,14,0.14553,1.842678,1.1002
dinoL224,250,10.0,R2_cut,15,0.144149,1.925565,1.017886
dinoL224,250,10.0,R2_cut,16,0.151148,1.989448,1.232131
dinoL224,250,10.0,R2_cut,17,0.140598,1.800507,1.034665
dinoL224,250,10.0,R2_cut,18,0.150879,1.974576,1.384969
dinoL224,250,10.0,R2_cut,19,0.151727,2.000453,1.297963
dinoL224,250,10.0,R3_render,0,0.150327,1.842747,1.122713
dinoL224,250,10.0,R3_render,1,0.138343,1.684823,0.894984
dinoL224,250,10.0,R3_render,2,0.141036,1.820073,1.224053
dinoL224,250,10.0,R3_render,3,0.144366,1.626264,1.189671
dinoL224,250,10.0,R3_render,4,0.142108,1.634212,0.767509
dinoL224,250,10.0,R3_render,5,0.146025,1.702244,0.960394
dinoL224,250,10.0,R3_render,6,0.143917,1.697193,0.961905
dinoL224,250,10.0,R3_render,7,0.14131,1.661148,1.043579
dinoL224,250,10.0,R3_render,8,0.141411,1.739662,1.012949
dinoL224,250,10.0,R3_render,9,0.144336,1.714231,1.093418
dinoL224,250,10.0,R3_render,10,0.146644,1.802261,1.151495
dinoL224,250,10.0,R3_render,11,0.148122,1.829267,1.339212
dinoL224,250,10.0,R3_render,12,0.143815,1.687115,0.902909
dinoL224,250,10.0,R3_render,13,0.144459,1.692477,0.9087
