tag,repr,B,alpha,arm,d_heldout,d_insample,d_heldout_sd,incremental_vs_random_null
dinoL224,R3_render,500,0.5,random_vs_random,-0.10333545540984937,0.8814546728326939,0.07069471032364882,0.0
dinoL224,R3_render,500,0.5,shuffled_es,0.9535342548267209,1.1781729687484812,0.14600073451634543,1.0568697102365703
dinoL224,R3_render,500,0.5,random_centroid,0.9925768321293443,1.2045357983539136,0.15020920132314167,1.0959122875391938
dinoL224,R3_render,500,0.5,random_direction,0.7346098627306245,1.1216309188726554,0.141879192121479,0.8379453181404738
dinoL224,R3_render,1000,0.5,TARGETED_by_target_es,0.6947466287800521,0.8441415168270933,0.06815534108648619,0.8152274313432765
dinoL224,R3_render,1000,0.5,random_vs_random,-0.1204808025632244,0.581239867381325,0.056328037958529135,0.0
dinoL224,R3_render,1000,0.5,shuffled_es,0.7198103777835969,0.8856243570235736,0.08510799223397184,0.8402911803468213
dinoL224,R3_render,1000,0.5,random_centroid,0.7802691690623765,0.9149448190718239,0.13012133422235272,0.9007499716256009
dinoL224,R3_render,1000,0.5,random_direction,0.5925452049381834,0.8361847442961544,0.07204666319414879,0.7130260075014078
dinoL224,R3_render,2000,0.5,TARGETED_by_target_es,0.4538514838525452,0.5619015758303452,0.05244006124362507,0.6257238167608304
dinoL224,R3_render,2000,0.5,random_vs_random,-0.17187233290828524,0.3378142195336094,0.029747243434280677,0.0
dinoL224,R3_render,2000,0.5,shuffled_es,0.44116543915441886,0.5798607804552701,0.04504569707711147,0.613037772062704
dinoL224,R3_render,2000,0.5,random_centroid,0.4549340241369932,0.5759003582770081,0.09571753489617907,0.6268063570452784
dinoL224,R3_render,2000,0.5,random_direction,0.359725978616426,0.5646446569974477,0.06423928828315036,0.5315983115247113
dinoL224,R3_render,3000,0.5,TARGETED_by_target_es,0.18455415310405227,0.32626382594575454,0.024252644927192257,0.4069306247939145
dinoL224,R3_render,3000,0.5,random_vs_random,-0.22237647168986224,0.21440332344536342,0.019948854821919944,0.0
